"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,159,"NCL","New Caledonia","NEW CALEDONIA","New Caledonia","Nouvelle-Calédonie","","","","Nouvelle-Calédonie ","Nueva Caledonia ","<U+041D><U+043E><U+0432><U+0430><U+044F> <U+041A><U+0430><U+043B><U+0435><U+0434><U+043E><U+043D><U+0438><U+044F>","<U+0643><U+0627><U+0644><U+064A><U+062F><U+0648><U+0646><U+064A><U+0627> <U+0627><U+0644><U+062C><U+062F><U+064A><U+062F><U+0629>","<U+65B0><U+5580><U+91CC><U+591A><U+5C3C><U+4E9A> ","","","France","NC","","NC","540","Unknown","Present","215292","19140.609","11.2479179737698","Melanesia","Oceania","1","","","","","High income: nonOECD","Debt not classified","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",""
