id,taxon_id,x,y
83301,1101,164.6839196607,-20.4858970642
83302,6273,164.6839196607,-20.4858970642
83303,3359,164.6839196607,-20.4858970642
83304,5360,164.6839196607,-20.4858970642
83305,7759,164.6839196607,-20.4858970642
83306,8259,164.6839196607,-20.4858970642
83307,8896,164.6839196607,-20.4858970642
83308,8728,164.6839196607,-20.4858970642
83309,174,164.6732501686,-20.4727220535
83310,8015,164.6732501686,-20.4727220535
83311,6273,164.6732501686,-20.4727220535
83312,3158,164.6732501686,-20.4727220535
83313,5475,164.6732501686,-20.4727220535
83314,5450,164.6732501686,-20.4727220535
83315,5964,164.6732501686,-20.4727220535
83316,1261,164.6732501686,-20.4727220535
83317,3564,164.6732501686,-20.4727220535
83318,6869,164.6732501686,-20.4727220535
83319,7848,164.6732501686,-20.4727220535
83320,9894,164.6732501686,-20.4727220535
83321,6728,164.6820689365,-20.4725503922
83322,4998,164.6820689365,-20.4725503922
83323,4991,164.6820689365,-20.4725503922
83324,2939,164.6820689365,-20.4725503922
83325,9595,164.6820689365,-20.4725503922
83326,3564,164.6820689365,-20.4725503922
83327,3561,164.6820689365,-20.4725503922
83328,5093,164.6820689365,-20.4725503922
83329,1261,164.6820689365,-20.4725503922
83330,2528,164.6820689365,-20.4725503922
83331,5964,164.6820689365,-20.4725503922
83332,5239,164.6820689365,-20.4725503922
83333,5450,164.6820689365,-20.4725503922
83334,9765,164.6820689365,-20.4725503922
83335,3158,164.6820689365,-20.4725503922
83336,6273,164.6820689365,-20.4725503922
83337,174,164.6820689365,-20.4725503922
83338,8748,165.2401186153,-20.9569787979
83339,6273,165.2401186153,-20.9569787979
83340,7658,165.2401186153,-20.9569787979
83341,2212,165.2253243886,-21.4760345221
83342,5975,165.2253243886,-21.4760345221
83343,9358,165.2253243886,-21.4760345221
83344,7541,165.2253243886,-21.4760345221
83345,4998,165.2253243886,-21.4760345221
83359,9631,165.2253243886,-21.4760345221
83346,9555,165.2266118489,-21.4765495062
83347,1733,165.2266118489,-21.4765495062
83348,4013,165.2266118489,-21.4765495062
83349,9447,165.2266118489,-21.4765495062
83350,8375,165.2266118489,-21.4765495062
83351,7256,165.2266118489,-21.4765495062
83352,5975,165.2344913408,-21.4814043045
83353,9623,165.2344913408,-21.4814043045
83354,2212,165.2344913408,-21.4814043045
83355,9333,165.2344913408,-21.4814043045
83356,9456,165.2344913408,-21.4814043045
83357,7256,165.2344913408,-21.4814043045
83358,4013,165.2344913408,-21.4814043045
83360,9497,164.9052823707,-21.0000014305
83361,4013,164.9052823707,-21.0000014305
83362,2422,164.9052823707,-21.0000014305
83363,3329,164.9052823707,-21.0000014305
83364,5489,164.9052823707,-21.0000014305
83365,8030,164.9052823707,-21.0000014305
83366,8035,164.9052823707,-21.0000014305
83367,2939,164.9052823707,-21.0000014305
83368,1733,164.9052823707,-21.0000014305
83369,4998,164.9052823707,-21.0000014305
83370,2150,164.9917066656,-21.2246900797
83371,2939,164.9917066656,-21.2246900797
83372,7658,164.9917066656,-21.2246900797
83373,5298,164.9917066656,-21.2246900797
83374,1938,164.9917066656,-21.2246900797
83375,9882,164.9917066656,-21.2246900797
83376,1988,164.9917066656,-21.2246900797
83377,3158,164.9917066656,-21.2246900797
83378,5360,164.9917066656,-21.2246900797
83379,8750,164.9917066656,-21.2246900797
83380,9704,165.0613654777,-21.2883388996
83381,9685,165.0613654777,-21.2883388996
83382,3158,165.0613654777,-21.2883388996
83383,9459,165.0613654777,-21.2883388996
83384,5360,165.0613654777,-21.2883388996
83385,9501,165.0613654777,-21.2883388996
83386,5293,165.0613654777,-21.2883388996
83387,9741,165.0613654777,-21.2883388996
83388,7934,165.0613654777,-21.2883388996
88882,7811,164.4802648947,-20.7897055149
88883,7605,164.4802648947,-20.7897055149
88884,9892,164.4802648947,-20.7897055149
88885,9573,164.4802648947,-20.7897055149
88886,9735,164.9048800394,-20.9988319874
88887,2939,164.9048800394,-20.9988319874
88888,9540,164.9048800394,-20.9988319874
88889,4013,164.9048800394,-20.9988319874
88890,4032,164.9048800394,-20.9988319874
88891,7848,164.9048800394,-20.9988319874
88892,2212,164.9048800394,-20.9988319874
88893,6793,164.9048800394,-20.9988319874
88894,2422,164.9048800394,-20.9988319874
88895,8030,164.9048800394,-20.9988319874
88896,4386,164.9048800394,-20.9988319874
88897,4792,164.9048800394,-20.9988319874
88898,6694,164.9048800394,-20.9988319874
88899,1261,164.9048800394,-20.9988319874
88900,174,164.9048800394,-20.9988319874
88901,5315,164.9048800394,-20.9988319874
88902,7541,164.9048800394,-20.9988319874
88903,2623,164.9048800394,-20.9988319874
88904,7711,164.9048800394,-20.9988319874
88905,6975,164.9048800394,-20.9988319874
88906,2593,164.9048800394,-20.9988319874
88907,6608,164.9048800394,-20.9988319874
88908,6721,165.523417,-21.172646
88909,5456,165.523417,-21.172646
88910,2282,165.523417,-21.172646
88911,7885,165.523417,-21.172646
88912,2263,165.523417,-21.172646
88913,3571,165.523417,-21.172646
88914,9400,165.523417,-21.172646
88915,5257,165.523417,-21.172646
88916,5961,165.523417,-21.172646
88917,3221,165.523417,-21.172646
88918,6273,165.523417,-21.172646
88919,9434,165.523417,-21.172646
88920,5608,165.523417,-21.172646
88921,3556,165.523417,-21.172646
88922,6374,165.523417,-21.172646
88923,5360,165.523417,-21.172646
88924,4432,165.523417,-21.172646
88925,6844,165.523417,-21.172646
88926,5293,165.523417,-21.172646
88927,4991,165.523417,-21.172646
88928,6858,165.523417,-21.172646
88929,3338,165.523417,-21.172646
88930,5478,164.9238700792,-20.948985815
88931,5298,164.9238700792,-20.948985815
88932,2155,164.9238700792,-20.948985815
88933,6605,164.9238700792,-20.948985815
88934,4991,164.9238700792,-20.948985815
88935,3580,164.9238700792,-20.948985815
88936,5662,164.9238700792,-20.948985815
88937,8772,164.9238700792,-20.948985815
88938,3321,164.9238700792,-20.948985815
88939,5183,164.9238700792,-20.948985815
88940,6675,164.9238700792,-20.948985815
88941,6793,164.9238700792,-20.948985815
88942,1851,164.9238700792,-20.948985815
88943,6816,164.9238700792,-20.948985815
88944,6709,164.9238700792,-20.948985815
88945,9685,165.5585865321,-21.4919389486
88946,5477,165.5585865321,-21.4919389486
88947,4998,165.5585865321,-21.4919389486
88948,5123,165.5585865321,-21.4919389486
88949,7850,165.5585865321,-21.4919389486
88950,7859,165.5585865321,-21.4919389486
88952,9456,165.5585865321,-21.4919389486
88953,2919,165.5585865321,-21.4919389486
88954,7541,165.5585865321,-21.4919389486
88955,9456,165.976438467,-21.473557251
88956,8536,165.976438467,-21.473557251
88957,4473,165.976438467,-21.473557251
88958,9416,165.976438467,-21.473557251
88959,9814,165.976438467,-21.473557251
88960,9699,165.976438467,-21.473557251
88961,2263,165.976438467,-21.473557251
88962,5521,165.976438467,-21.473557251
88963,9416,165.990260895,-21.478747828
88964,7604,165.990260895,-21.478747828
88965,5293,165.990260895,-21.478747828
88966,7577,165.990260895,-21.478747828
88967,6676,165.990260895,-21.478747828
88968,5521,165.990260895,-21.478747828
88969,7811,165.990260895,-21.478747828
88970,9739,165.990260895,-21.478747828
88971,3385,165.990260895,-21.478747828
88972,8570,165.990260895,-21.478747828
88973,7645,165.990260895,-21.478747828
88974,9456,165.990260895,-21.478747828
88975,2263,165.990260895,-21.478747828
88976,6295,165.990260895,-21.478747828
88977,4013,164.9102738779,-21.0373029113
88978,9540,164.9102738779,-21.0373029113
88979,7848,164.9102738779,-21.0373029113
88980,9497,164.9102738779,-21.0373029113
88981,9353,164.9102738779,-21.0373029113
88982,9547,164.9102738779,-21.0373029113
88983,9975,164.9102738779,-21.0373029113
88984,5128,164.9102738779,-21.0373029113
88985,7850,165.2077586018,-21.2607067823
88986,4013,165.2077586018,-21.2607067823
88987,2212,165.2077586018,-21.2607067823
88988,5477,165.2077586018,-21.2607067823
88989,1261,165.2077586018,-21.2607067823
88990,4061,165.2077586018,-21.2607067823
88991,9332,165.2077586018,-21.2607067823
88992,7859,165.2077586018,-21.2607067823
88993,6374,165.2077586018,-21.2607067823
88994,5489,165.2077586018,-21.2607067823
88995,5315,165.2077586018,-21.2607067823
88996,7541,165.2077586018,-21.2607067823
88997,4998,165.2077586018,-21.2607067823
88998,6885,165.2077586018,-21.2607067823
88999,8030,165.2077586018,-21.2607067823
89000,3390,165.2077586018,-21.2607067823
89001,9882,165.2077586018,-21.2607067823
89002,6273,165.2077586018,-21.2607067823
89003,9385,165.2077586018,-21.2607067823
89004,5093,165.2077586018,-21.2607067823
89005,6793,165.2077586018,-21.2607067823
89006,7723,165.2041107975,-21.2694239616
89007,9456,165.2041107975,-21.2694239616
89008,7541,165.2041107975,-21.2694239616
89009,4013,165.2041107975,-21.2694239616
89010,7859,165.2041107975,-21.2694239616
89011,6221,165.2041107975,-21.2694239616
89012,9492,165.2041107975,-21.2694239616
89013,7541,165.2047987422,-21.2754803896
89014,1261,165.2047987422,-21.2754803896
89015,6694,165.2047987422,-21.2754803896
89016,2212,165.2047987422,-21.2754803896
89017,7859,165.2047987422,-21.2754803896
89018,3302,165.2047987422,-21.2754803896
89019,6885,165.2047987422,-21.2754803896
89020,5315,165.2047987422,-21.2754803896
89021,3390,165.2047987422,-21.2754803896
89022,4013,165.2047987422,-21.2754803896
89023,8225,165.2047987422,-21.2754803896
89024,9546,165.239264,-21.357613
89025,7771,165.239264,-21.357613
89026,5293,165.239264,-21.357613
89027,9387,165.239264,-21.357613
89028,5072,165.239264,-21.357613
89029,2588,165.239264,-21.357613
89030,9359,165.239264,-21.357613
89031,6509,165.239264,-21.357613
89032,6155,165.239264,-21.357613
89033,5360,165.239264,-21.357613
89034,9456,165.239264,-21.357613
89035,5922,165.239264,-21.357613
89036,6694,165.239264,-21.357613
89037,8375,165.239264,-21.357613
89038,9573,165.239264,-21.357613
89039,7613,165.239264,-21.357613
89040,9956,165.239264,-21.357613
89041,9775,165.239264,-21.357613
89042,9870,165.239264,-21.357613
89043,9791,165.239264,-21.357613
89044,9749,165.239264,-21.357613
89045,3158,165.240654,-21.357905
89046,8015,165.240654,-21.357905
89047,2212,165.240654,-21.357905
89048,6387,165.240654,-21.357905
89049,9763,165.240654,-21.357905
89050,9546,165.240654,-21.357905
89051,4432,165.240654,-21.357905
89052,9387,165.240654,-21.357905
89053,5298,165.240654,-21.357905
89054,6509,165.240654,-21.357905
89055,7604,165.240654,-21.357905
89056,3572,165.240654,-21.357905
89057,7541,165.1849759184,-21.3396817446
89058,2939,165.1849759184,-21.3396817446
89059,4013,165.1849759184,-21.3396817446
89060,5360,165.1849759184,-21.3396817446
89061,9329,165.1849759184,-21.3396817446
89062,9345,165.1849759184,-21.3396817446
89063,7435,165.197125,-20.875905
89064,7772,165.197125,-20.875905
89065,7936,165.197125,-20.875905
89066,6842,165.197125,-20.875905
89067,3564,165.197125,-20.875905
89068,7541,165.197125,-20.875905
89069,3402,165.197125,-20.875905
89070,6869,165.197125,-20.875905
89071,3556,165.197125,-20.875905
89072,2588,165.197125,-20.875905
89073,3994,165.197125,-20.875905
89074,1808,165.197125,-20.875905
89075,8038,165.197125,-20.875905
89076,5564,165.197125,-20.875905
89077,9886,165.197125,-20.875905
89078,6601,165.197125,-20.875905
89079,7287,165.197125,-20.875905
89080,6858,165.197125,-20.875905
89081,7690,165.197125,-20.875905
89082,9358,165.197125,-20.875905
89083,3321,165.197125,-20.875905
89084,4998,165.197125,-20.875905
89085,8253,165.197125,-20.875905
89086,7685,165.197125,-20.875905
89087,7245,165.197125,-20.875905
89088,7508,165.197125,-20.875905
89089,6995,165.199697,-20.874919
89090,9585,165.199697,-20.874919
89091,9763,165.199697,-20.874919
89092,2852,165.199697,-20.874919
89093,5473,165.199697,-20.874919
89094,4473,165.199697,-20.874919
89095,2588,165.199697,-20.874919
89096,9358,165.199697,-20.874919
89097,5662,165.199697,-20.874919
89098,2263,165.199697,-20.874919
89099,4991,165.199697,-20.874919
89100,3556,165.349013,-20.946956
89101,174,165.349013,-20.946956
89102,3390,165.349013,-20.946956
89103,9385,165.349013,-20.946956
89104,3338,165.349013,-20.946956
89105,5755,165.349013,-20.946956
89106,7249,165.349013,-20.946956
89107,6374,165.349013,-20.946956
89108,9595,165.349013,-20.946956
89109,5964,165.349013,-20.946956
89110,2694,165.349013,-20.946956
89111,5608,165.349013,-20.946956
89112,9488,165.349013,-20.946956
89113,6273,165.349013,-20.946956
89114,2212,165.349013,-20.946956
89115,5477,165.349013,-20.946956
89116,6483,165.349013,-20.946956
89117,5315,165.349013,-20.946956
89118,4032,165.349013,-20.946956
89119,7859,165.349013,-20.946956
89120,7885,165.349013,-20.946956
89121,5564,165.349013,-20.946956
89122,3329,165.349013,-20.946956
89123,9890,165.3527,-20.94486
89124,6694,165.3527,-20.94486
89125,3556,165.3527,-20.94486
89126,7541,165.3527,-20.94486
89127,8261,165.3527,-20.94486
89128,2852,165.3527,-20.94486
89129,6374,165.3527,-20.94486
89130,3402,165.3527,-20.94486
89131,6858,165.3527,-20.94486
89132,9806,165.3527,-20.94486
89133,5564,165.3527,-20.94486
89134,3931,165.3527,-20.94486
89135,9385,165.3527,-20.94486
89136,7885,165.3527,-20.94486
89137,9492,165.3527,-20.94486
89138,5183,165.3527,-20.94486
89139,4998,165.3527,-20.94486
89140,5093,165.3527,-20.94486
89141,7621,165.3527,-20.94486
89142,2694,165.3527,-20.94486
89143,9488,165.3527,-20.94486
89144,7850,165.3527,-20.94486
89145,3338,165.3527,-20.94486
89146,7859,165.3601983469,-21.329677105
89147,6273,165.3601983469,-21.329677105
89148,6885,165.3601983469,-21.329677105
89149,5123,165.3601983469,-21.329677105
89150,6694,165.3601983469,-21.329677105
89151,4998,165.3601983469,-21.329677105
89152,2150,165.3601983469,-21.329677105
89153,2193,165.3601983469,-21.329677105
89154,7541,165.3601983469,-21.329677105
89155,8053,165.3601983469,-21.329677105
89156,9358,165.3601983469,-21.329677105
89157,3564,165.3601983469,-21.329677105
89158,6374,165.3601983469,-21.329677105
89159,4013,165.3601983469,-21.329677105
89160,8783,165.374775,-21.332625
89161,5565,165.374775,-21.332625
89162,8015,165.374775,-21.332625
89163,5093,165.374775,-21.332625
89164,3556,165.374775,-21.332625
89165,6374,165.374775,-21.332625
89166,7599,165.374775,-21.332625
89167,9119,165.374775,-21.332625
89168,6793,165.374775,-21.332625
89169,6728,165.374775,-21.332625
89170,6273,165.374775,-21.332625
89171,5477,165.374775,-21.332625
89172,8253,165.374775,-21.332625
89173,8225,165.374775,-21.332625
89174,7917,165.374775,-21.332625
89175,6608,165.374775,-21.332625
89176,2623,165.374775,-21.332625
89177,5133,165.374775,-21.332625
89178,4998,165.374775,-21.332625
89179,2694,165.374775,-21.332625
89180,9629,165.374775,-21.332625
89181,5489,165.374775,-21.332625
89182,6606,165.374775,-21.332625
89183,6975,165.374775,-21.332625
89184,7541,165.374775,-21.332625
89185,9488,165.095687,-21.352837
89186,3390,165.095687,-21.352837
89187,5128,165.095687,-21.352837
89188,9709,165.095687,-21.352837
89189,9540,165.095687,-21.352837
89190,7541,165.095687,-21.352837
89191,2694,165.095687,-21.352837
89192,9547,165.095687,-21.352837
89204,9723,165.095687,-21.352837
89205,3338,165.095687,-21.352837
89206,7848,165.095687,-21.352837
89207,8375,165.095687,-21.352837
89208,9815,165.095687,-21.352837
89209,7256,165.095687,-21.352837
89210,9566,165.095687,-21.352837
89193,2593,165.056937,-21.353373
89194,9723,165.056937,-21.353373
89195,3390,165.056937,-21.353373
89196,9345,165.056937,-21.353373
89197,9709,165.056937,-21.353373
89198,5975,165.056937,-21.353373
89199,7256,165.056937,-21.353373
89200,7541,165.056937,-21.353373
89201,9734,165.065026,-21.366179
89202,9547,165.065026,-21.366179
89203,9549,165.065026,-21.366179
89211,3447,165.089928,-21.369797
89212,4013,165.089928,-21.369797
89213,2694,165.089928,-21.369797
89214,9734,165.089928,-21.369797
89215,9550,165.089928,-21.369797
89216,5489,165.061506,-21.315749
89217,2268,165.061506,-21.315749
89218,2593,165.061506,-21.315749
89219,9358,165.061506,-21.315749
89220,9445,165.061506,-21.315749
89221,9709,165.061506,-21.315749
89222,2694,165.061506,-21.315749
89223,6728,165.061506,-21.315749
89224,174,165.061506,-21.315749
89225,9550,165.061506,-21.315749
89226,7541,165.061506,-21.315749
89227,2263,165.006885,-21.297049
89228,2268,165.006885,-21.297049
89229,2852,165.006885,-21.297049
89230,3228,165.006885,-21.297049
89231,4473,165.006885,-21.297049
89232,5072,165.006885,-21.297049
89233,8035,165.006885,-21.297049
89234,9709,165.006885,-21.297049
89235,9734,165.006885,-21.297049
89236,2703,165.006885,-21.297049
89237,8375,165.006885,-21.297049
89238,9815,165.006885,-21.297049
89239,6654,165.006885,-21.297049
89240,8015,165.006885,-21.297049
89241,9547,165.006885,-21.297049
89242,9549,165.006885,-21.297049
89243,6676,165.006885,-21.297049
89244,7613,165.006885,-21.297049
89245,2268,165.01393,-21.301951
89246,2422,165.01393,-21.301951
89247,2593,165.01393,-21.301951
89248,3228,165.01393,-21.301951
89249,9358,165.01393,-21.301951
89250,9488,165.01393,-21.301951
89251,3338,165.01393,-21.301951
89252,3390,165.01393,-21.301951
89253,9345,165.01393,-21.301951
89254,9500,165.01393,-21.301951
89255,4013,165.01393,-21.301951
89256,9445,165.01393,-21.301951
89257,4032,165.01393,-21.301951
89258,7848,165.01393,-21.301951
89259,8035,165.01393,-21.301951
89260,9523,165.01393,-21.301951
89261,9709,165.01393,-21.301951
89262,2694,165.01393,-21.301951
89263,9734,165.01393,-21.301951
89264,9539,165.01393,-21.301951
89265,9540,165.01393,-21.301951
89266,7309,165.01393,-21.301951
89267,9736,165.01393,-21.301951
89268,9547,165.01393,-21.301951
89269,9549,165.01393,-21.301951
89270,9550,165.01393,-21.301951
89271,9455,164.942395,-21.286071
89272,9456,164.942395,-21.286071
89273,2268,164.942395,-21.286071
89274,2593,164.942395,-21.286071
89275,9723,164.942395,-21.286071
89276,3228,164.942395,-21.286071
89277,9358,164.942395,-21.286071
89278,4386,164.942395,-21.286071
89279,9488,164.942395,-21.286071
89280,3338,164.942395,-21.286071
89281,9497,164.942395,-21.286071
89282,4013,164.942395,-21.286071
89283,9445,164.942395,-21.286071
89284,7848,164.942395,-21.286071
89285,5072,164.942395,-21.286071
89286,9523,164.942395,-21.286071
89287,9709,164.942395,-21.286071
89288,6964,164.942395,-21.286071
89289,5773,164.942395,-21.286071
89290,9870,164.942395,-21.286071
89291,9540,164.942395,-21.286071
89292,9777,164.942395,-21.286071
89293,7309,164.942395,-21.286071
89294,9547,164.942395,-21.286071
89295,6676,164.942395,-21.286071
89296,9550,164.942395,-21.286071
89297,9898,164.942395,-21.286071
89298,5489,164.446196,-20.287297
89299,9457,164.446196,-20.287297
89300,2422,164.446196,-20.287297
89301,3031,164.446196,-20.287297
89302,1880,164.446196,-20.287297
89303,3158,164.446196,-20.287297
89304,9488,164.446196,-20.287297
89305,3338,164.446196,-20.287297
89306,3390,164.446196,-20.287297
89307,3556,164.446196,-20.287297
89308,9497,164.446196,-20.287297
89309,9971,164.446196,-20.287297
89310,4013,164.446196,-20.287297
89311,9452,164.446196,-20.287297
89312,7859,164.446196,-20.287297
89313,4998,164.446196,-20.287297
89314,9709,164.446196,-20.287297
89315,5477,164.446196,-20.287297
89316,6728,164.446196,-20.287297
89317,8015,164.446196,-20.287297
89318,7309,164.446196,-20.287297
89319,174,164.446196,-20.287297
89320,7541,164.446196,-20.287297
89321,9623,164.446196,-20.287297
89322,9456,164.455761,-20.285779
89323,5489,164.455761,-20.285779
89324,9457,164.455761,-20.285779
89325,3031,164.455761,-20.285779
89326,1384,164.455761,-20.285779
89327,9488,164.455761,-20.285779
89328,2705,164.455761,-20.285779
89329,3338,164.455761,-20.285779
89330,4473,164.455761,-20.285779
89331,3390,164.455761,-20.285779
89332,9497,164.455761,-20.285779
89333,1970,164.455761,-20.285779
89334,4013,164.455761,-20.285779
89335,8261,164.455761,-20.285779
89336,7859,164.455761,-20.285779
89337,8035,164.455761,-20.285779
89338,4998,164.455761,-20.285779
89339,5450,164.455761,-20.285779
89340,9709,164.455761,-20.285779
89341,2694,164.455761,-20.285779
89342,7183,164.455761,-20.285779
89343,6622,164.455761,-20.285779
89344,6623,164.455761,-20.285779
89345,9872,164.455761,-20.285779
89346,3426,164.455761,-20.285779
89347,5949,164.455761,-20.285779
89348,1467,164.455761,-20.285779
89349,9540,164.455761,-20.285779
89350,9542,164.455761,-20.285779
89351,7309,164.455761,-20.285779
89352,174,164.455761,-20.285779
89353,9547,164.455761,-20.285779
89354,7541,164.455761,-20.285779
89355,392,164.455761,-20.285779
89356,9455,166.011448,-21.97927
89357,6221,166.011448,-21.97927
89358,9458,166.011448,-21.97927
89359,1733,166.011448,-21.97927
89360,9723,166.011448,-21.97927
89361,3228,166.011448,-21.97927
89362,4473,166.011448,-21.97927
89363,9497,166.011448,-21.97927
89364,9447,166.011448,-21.97927
89365,9348,166.011448,-21.97927
89366,7848,166.011448,-21.97927
89367,8035,166.011448,-21.97927
89368,1180,166.011448,-21.97927
89369,9519,166.011448,-21.97927
89370,9523,166.011448,-21.97927
89371,9527,166.011448,-21.97927
89372,9588,166.011448,-21.97927
89373,8375,166.011448,-21.97927
89374,9885,166.011448,-21.97927
89375,9782,166.011448,-21.97927
89376,9547,166.011448,-21.97927
89377,9549,166.011448,-21.97927
89378,7541,166.011448,-21.97927
89379,9456,165.077224,-21.321421
89380,5489,165.077224,-21.321421
89381,9704,165.077224,-21.321421
89382,2212,165.077224,-21.321421
89383,2268,165.077224,-21.321421
89384,2932,165.077224,-21.321421
89385,3158,165.077224,-21.321421
89386,9344,165.077224,-21.321421
89387,9488,165.077224,-21.321421
89388,3338,165.077224,-21.321421
89389,4473,165.077224,-21.321421
89390,3390,165.077224,-21.321421
89391,9497,165.077224,-21.321421
89392,4013,165.077224,-21.321421
89393,9445,165.077224,-21.321421
89394,4032,165.077224,-21.321421
89395,7848,165.077224,-21.321421
89396,4998,165.077224,-21.321421
89397,9523,165.077224,-21.321421
89398,5325,165.077224,-21.321421
89399,9709,165.077224,-21.321421
89400,5469,165.077224,-21.321421
89401,6622,165.077224,-21.321421
89402,9576,165.077224,-21.321421
89403,9540,165.077224,-21.321421
89404,9718,165.077224,-21.321421
89405,7256,165.077224,-21.321421
89406,7271,165.077224,-21.321421
89407,7309,165.077224,-21.321421
89408,174,165.077224,-21.321421
89409,9547,165.077224,-21.321421
89410,9549,165.077224,-21.321421
89411,6676,165.077224,-21.321421
89412,7496,165.077224,-21.321421
89413,5983,165.077224,-21.321421
89414,8533,165.077224,-21.321421
89415,6694,165.077224,-21.321421
89416,5489,165.077224,-21.321421
89417,9458,165.077224,-21.321421
89418,2268,165.077224,-21.321421
89419,2403,165.077224,-21.321421
89420,1733,165.077224,-21.321421
89421,9723,165.077224,-21.321421
89422,9488,165.077224,-21.321421
89423,3338,165.077224,-21.321421
89424,3390,165.077224,-21.321421
89425,9494,165.077224,-21.321421
89426,9497,165.077224,-21.321421
89427,3572,165.077224,-21.321421
89428,4013,165.077224,-21.321421
89429,9348,165.077224,-21.321421
89430,7848,165.077224,-21.321421
89431,7859,165.077224,-21.321421
89432,5072,165.077224,-21.321421
89433,8035,165.077224,-21.321421
89434,9523,165.077224,-21.321421
89435,5450,165.077224,-21.321421
89436,2694,165.077224,-21.321421
89437,9531,165.077224,-21.321421
89438,6622,165.077224,-21.321421
89439,9872,165.077224,-21.321421
89440,5949,165.077224,-21.321421
89441,9576,165.077224,-21.321421
89442,9712,165.077224,-21.321421
89443,9542,165.077224,-21.321421
89444,6654,165.077224,-21.321421
89445,8015,165.077224,-21.321421
89446,174,165.077224,-21.321421
89447,9547,165.077224,-21.321421
89448,1851,165.077224,-21.321421
89449,9550,165.077224,-21.321421
89450,9898,165.077224,-21.321421
89451,9883,165.077224,-21.321421
89452,7496,165.077224,-21.321421
89453,7541,165.077224,-21.321421
89454,9699,165.077224,-21.321421
89455,9574,165.077224,-21.321421
89456,9582,165.077224,-21.321421
89457,9456,164.949635379,-21.2943685055
89458,9458,164.949635379,-21.2943685055
89459,3228,164.949635379,-21.2943685055
89460,4013,164.949635379,-21.2943685055
89461,9445,164.949635379,-21.2943685055
89462,9348,164.949635379,-21.2943685055
89463,7848,164.949635379,-21.2943685055
89464,5072,164.949635379,-21.2943685055
89465,9523,164.949635379,-21.2943685055
89466,9709,164.949635379,-21.2943685055
89467,9734,164.949635379,-21.2943685055
89468,9540,164.949635379,-21.2943685055
