occurrence_id,occurrence_identifier
89633,taxa_inventory_occ_89633
89634,taxa_inventory_occ_89634
89635,taxa_inventory_occ_89635
89636,taxa_inventory_occ_89636
89637,taxa_inventory_occ_89637
89638,taxa_inventory_occ_89638
89639,taxa_inventory_occ_89639
89640,taxa_inventory_occ_89640
89518,taxa_inventory_occ_89518
89517,taxa_inventory_occ_89517
89516,taxa_inventory_occ_89516
89515,taxa_inventory_occ_89515
89514,taxa_inventory_occ_89514
89513,taxa_inventory_occ_89513
89512,taxa_inventory_occ_89512
89511,taxa_inventory_occ_89511
89510,taxa_inventory_occ_89510
89509,taxa_inventory_occ_89509
89508,taxa_inventory_occ_89508
89507,taxa_inventory_occ_89507
89506,taxa_inventory_occ_89506
89505,taxa_inventory_occ_89505
89504,taxa_inventory_occ_89504
89503,taxa_inventory_occ_89503
89502,taxa_inventory_occ_89502
89584,taxa_inventory_occ_89584
89583,taxa_inventory_occ_89583
89582,taxa_inventory_occ_89582
89581,taxa_inventory_occ_89581
89580,taxa_inventory_occ_89580
89579,taxa_inventory_occ_89579
89578,taxa_inventory_occ_89578
89577,taxa_inventory_occ_89577
89576,taxa_inventory_occ_89576
89575,taxa_inventory_occ_89575
89574,taxa_inventory_occ_89574
89573,taxa_inventory_occ_89573
89572,taxa_inventory_occ_89572
89571,taxa_inventory_occ_89571
89570,taxa_inventory_occ_89570
89569,taxa_inventory_occ_89569
89568,taxa_inventory_occ_89568
89567,taxa_inventory_occ_89567
89566,taxa_inventory_occ_89566
89565,taxa_inventory_occ_89565
89564,taxa_inventory_occ_89564
89563,taxa_inventory_occ_89563
89562,taxa_inventory_occ_89562
89561,taxa_inventory_occ_89561
89560,taxa_inventory_occ_89560
89559,taxa_inventory_occ_89559
89558,taxa_inventory_occ_89558
89557,taxa_inventory_occ_89557
89556,taxa_inventory_occ_89556
89555,taxa_inventory_occ_89555
89554,taxa_inventory_occ_89554
89553,taxa_inventory_occ_89553
89552,taxa_inventory_occ_89552
89551,taxa_inventory_occ_89551
89550,taxa_inventory_occ_89550
89549,taxa_inventory_occ_89549
89548,taxa_inventory_occ_89548
89547,taxa_inventory_occ_89547
89546,taxa_inventory_occ_89546
89545,taxa_inventory_occ_89545
89544,taxa_inventory_occ_89544
89543,taxa_inventory_occ_89543
89542,taxa_inventory_occ_89542
89541,taxa_inventory_occ_89541
89540,taxa_inventory_occ_89540
89539,taxa_inventory_occ_89539
89538,taxa_inventory_occ_89538
89537,taxa_inventory_occ_89537
89536,taxa_inventory_occ_89536
89641,taxa_inventory_occ_89641
89642,taxa_inventory_occ_89642
89643,taxa_inventory_occ_89643
89644,taxa_inventory_occ_89644
89645,taxa_inventory_occ_89645
89646,taxa_inventory_occ_89646
89647,taxa_inventory_occ_89647
89648,taxa_inventory_occ_89648
89649,taxa_inventory_occ_89649
89650,taxa_inventory_occ_89650
89651,taxa_inventory_occ_89651
89652,taxa_inventory_occ_89652
89653,taxa_inventory_occ_89653
89654,taxa_inventory_occ_89654
89655,taxa_inventory_occ_89655
89656,taxa_inventory_occ_89656
89657,taxa_inventory_occ_89657
89658,taxa_inventory_occ_89658
89659,taxa_inventory_occ_89659
89660,taxa_inventory_occ_89660
89661,taxa_inventory_occ_89661
89662,taxa_inventory_occ_89662
89663,taxa_inventory_occ_89663
89664,taxa_inventory_occ_89664
89665,taxa_inventory_occ_89665
89666,taxa_inventory_occ_89666
89667,taxa_inventory_occ_89667
89668,taxa_inventory_occ_89668
89669,taxa_inventory_occ_89669
89670,taxa_inventory_occ_89670
89619,taxa_inventory_occ_89619
89618,taxa_inventory_occ_89618
89617,taxa_inventory_occ_89617
89616,taxa_inventory_occ_89616
89615,taxa_inventory_occ_89615
89614,taxa_inventory_occ_89614
89613,taxa_inventory_occ_89613
89612,taxa_inventory_occ_89612
89611,taxa_inventory_occ_89611
89610,taxa_inventory_occ_89610
89609,taxa_inventory_occ_89609
89608,taxa_inventory_occ_89608
89607,taxa_inventory_occ_89607
89606,taxa_inventory_occ_89606
89605,taxa_inventory_occ_89605
89604,taxa_inventory_occ_89604
89603,taxa_inventory_occ_89603
89602,taxa_inventory_occ_89602
89601,taxa_inventory_occ_89601
89600,taxa_inventory_occ_89600
89599,taxa_inventory_occ_89599
89598,taxa_inventory_occ_89598
89597,taxa_inventory_occ_89597
89596,taxa_inventory_occ_89596
89595,taxa_inventory_occ_89595
89594,taxa_inventory_occ_89594
89593,taxa_inventory_occ_89593
89592,taxa_inventory_occ_89592
89591,taxa_inventory_occ_89591
89590,taxa_inventory_occ_89590
89589,taxa_inventory_occ_89589
89588,taxa_inventory_occ_89588
89586,taxa_inventory_occ_89586
89585,taxa_inventory_occ_89585
89671,taxa_inventory_occ_89671
89672,taxa_inventory_occ_89672
89673,taxa_inventory_occ_89673
89674,taxa_inventory_occ_89674
89675,taxa_inventory_occ_89675
89676,taxa_inventory_occ_89676
89677,taxa_inventory_occ_89677
89678,taxa_inventory_occ_89678
89679,taxa_inventory_occ_89679
89683,taxa_inventory_occ_89683
89684,taxa_inventory_occ_89684
89685,taxa_inventory_occ_89685
89686,taxa_inventory_occ_89686
89687,taxa_inventory_occ_89687
89688,taxa_inventory_occ_89688
89689,taxa_inventory_occ_89689
89690,taxa_inventory_occ_89690
89691,taxa_inventory_occ_89691
89692,taxa_inventory_occ_89692
89708,taxa_inventory_occ_89708
89707,taxa_inventory_occ_89707
89706,taxa_inventory_occ_89706
89705,taxa_inventory_occ_89705
89704,taxa_inventory_occ_89704
89703,taxa_inventory_occ_89703
89702,taxa_inventory_occ_89702
89701,taxa_inventory_occ_89701
89700,taxa_inventory_occ_89700
89699,taxa_inventory_occ_89699
89698,taxa_inventory_occ_89698
89697,taxa_inventory_occ_89697
89722,taxa_inventory_occ_89722
89721,taxa_inventory_occ_89721
89720,taxa_inventory_occ_89720
89719,taxa_inventory_occ_89719
89718,taxa_inventory_occ_89718
89717,taxa_inventory_occ_89717
89716,taxa_inventory_occ_89716
89715,taxa_inventory_occ_89715
89714,taxa_inventory_occ_89714
89713,taxa_inventory_occ_89713
89712,taxa_inventory_occ_89712
89711,taxa_inventory_occ_89711
89710,taxa_inventory_occ_89710
89709,taxa_inventory_occ_89709
89770,taxa_inventory_occ_89770
89769,taxa_inventory_occ_89769
89768,taxa_inventory_occ_89768
89767,taxa_inventory_occ_89767
89766,taxa_inventory_occ_89766
89765,taxa_inventory_occ_89765
89764,taxa_inventory_occ_89764
89763,taxa_inventory_occ_89763
89762,taxa_inventory_occ_89762
89761,taxa_inventory_occ_89761
89760,taxa_inventory_occ_89760
89759,taxa_inventory_occ_89759
89758,taxa_inventory_occ_89758
89757,taxa_inventory_occ_89757
89756,taxa_inventory_occ_89756
89755,taxa_inventory_occ_89755
89754,taxa_inventory_occ_89754
89771,taxa_inventory_occ_89771
89772,taxa_inventory_occ_89772
89773,taxa_inventory_occ_89773
89774,taxa_inventory_occ_89774
89775,taxa_inventory_occ_89775
89776,taxa_inventory_occ_89776
89777,taxa_inventory_occ_89777
89778,taxa_inventory_occ_89778
89779,taxa_inventory_occ_89779
89780,taxa_inventory_occ_89780
89781,taxa_inventory_occ_89781
89782,taxa_inventory_occ_89782
89783,taxa_inventory_occ_89783
89784,taxa_inventory_occ_89784
89785,taxa_inventory_occ_89785
89786,taxa_inventory_occ_89786
89787,taxa_inventory_occ_89787
89788,taxa_inventory_occ_89788
89789,taxa_inventory_occ_89789
89790,taxa_inventory_occ_89790
89791,taxa_inventory_occ_89791
89792,taxa_inventory_occ_89792
89793,taxa_inventory_occ_89793
89807,taxa_inventory_occ_89807
89808,taxa_inventory_occ_89808
89809,taxa_inventory_occ_89809
89810,taxa_inventory_occ_89810
89811,taxa_inventory_occ_89811
89812,taxa_inventory_occ_89812
89813,taxa_inventory_occ_89813
89814,taxa_inventory_occ_89814
89815,taxa_inventory_occ_89815
89816,taxa_inventory_occ_89816
89817,taxa_inventory_occ_89817
89818,taxa_inventory_occ_89818
89819,taxa_inventory_occ_89819
89820,taxa_inventory_occ_89820
89821,taxa_inventory_occ_89821
89822,taxa_inventory_occ_89822
89823,taxa_inventory_occ_89823
89824,taxa_inventory_occ_89824
89825,taxa_inventory_occ_89825
89826,taxa_inventory_occ_89826
89827,taxa_inventory_occ_89827
89828,taxa_inventory_occ_89828
89829,taxa_inventory_occ_89829
89830,taxa_inventory_occ_89830
89831,taxa_inventory_occ_89831
89832,taxa_inventory_occ_89832
89833,taxa_inventory_occ_89833
89834,taxa_inventory_occ_89834
89835,taxa_inventory_occ_89835
89836,taxa_inventory_occ_89836
89837,taxa_inventory_occ_89837
89838,taxa_inventory_occ_89838
89839,taxa_inventory_occ_89839
89840,taxa_inventory_occ_89840
89841,taxa_inventory_occ_89841
89842,taxa_inventory_occ_89842
89843,taxa_inventory_occ_89843
89844,taxa_inventory_occ_89844
89723,taxa_inventory_occ_89723
89724,taxa_inventory_occ_89724
89725,taxa_inventory_occ_89725
89726,taxa_inventory_occ_89726
89727,taxa_inventory_occ_89727
89680,taxa_inventory_occ_89680
89681,taxa_inventory_occ_89681
89682,taxa_inventory_occ_89682
89693,taxa_inventory_occ_89693
89694,taxa_inventory_occ_89694
89695,taxa_inventory_occ_89695
89696,taxa_inventory_occ_89696
89749,taxa_inventory_occ_89749
89748,taxa_inventory_occ_89748
89743,taxa_inventory_occ_89743
89742,taxa_inventory_occ_89742
89741,taxa_inventory_occ_89741
89805,taxa_inventory_occ_89805
89753,taxa_inventory_occ_89753
89752,taxa_inventory_occ_89752
89751,taxa_inventory_occ_89751
89740,taxa_inventory_occ_89740
89739,taxa_inventory_occ_89739
89738,taxa_inventory_occ_89738
89750,taxa_inventory_occ_89750
89747,taxa_inventory_occ_89747
89746,taxa_inventory_occ_89746
89745,taxa_inventory_occ_89745
89744,taxa_inventory_occ_89744
89804,taxa_inventory_occ_89804
89794,taxa_inventory_occ_89794
89795,taxa_inventory_occ_89795
89796,taxa_inventory_occ_89796
89803,taxa_inventory_occ_89803
89802,taxa_inventory_occ_89802
89801,taxa_inventory_occ_89801
89800,taxa_inventory_occ_89800
89799,taxa_inventory_occ_89799
89798,taxa_inventory_occ_89798
89797,taxa_inventory_occ_89797
89845,taxa_inventory_occ_89845
89731,taxa_inventory_occ_89731
89732,taxa_inventory_occ_89732
89733,taxa_inventory_occ_89733
89734,taxa_inventory_occ_89734
89735,taxa_inventory_occ_89735
89728,taxa_inventory_occ_89728
89729,taxa_inventory_occ_89729
89730,taxa_inventory_occ_89730
89737,taxa_inventory_occ_89737
89736,taxa_inventory_occ_89736
89806,taxa_inventory_occ_89806
89940,taxa_inventory_occ_89940
89850,taxa_inventory_occ_89850
89851,taxa_inventory_occ_89851
89852,taxa_inventory_occ_89852
89875,taxa_inventory_occ_89875
89874,taxa_inventory_occ_89874
89873,taxa_inventory_occ_89873
89872,taxa_inventory_occ_89872
89871,taxa_inventory_occ_89871
89870,taxa_inventory_occ_89870
89869,taxa_inventory_occ_89869
89868,taxa_inventory_occ_89868
89867,taxa_inventory_occ_89867
89866,taxa_inventory_occ_89866
89865,taxa_inventory_occ_89865
89864,taxa_inventory_occ_89864
89863,taxa_inventory_occ_89863
89862,taxa_inventory_occ_89862
89861,taxa_inventory_occ_89861
89860,taxa_inventory_occ_89860
89859,taxa_inventory_occ_89859
89858,taxa_inventory_occ_89858
89857,taxa_inventory_occ_89857
89856,taxa_inventory_occ_89856
89855,taxa_inventory_occ_89855
89854,taxa_inventory_occ_89854
89853,taxa_inventory_occ_89853
89895,taxa_inventory_occ_89895
89894,taxa_inventory_occ_89894
89893,taxa_inventory_occ_89893
89892,taxa_inventory_occ_89892
89891,taxa_inventory_occ_89891
89890,taxa_inventory_occ_89890
89889,taxa_inventory_occ_89889
89888,taxa_inventory_occ_89888
89887,taxa_inventory_occ_89887
89886,taxa_inventory_occ_89886
89885,taxa_inventory_occ_89885
89884,taxa_inventory_occ_89884
89883,taxa_inventory_occ_89883
89882,taxa_inventory_occ_89882
89881,taxa_inventory_occ_89881
89880,taxa_inventory_occ_89880
89879,taxa_inventory_occ_89879
89878,taxa_inventory_occ_89878
89877,taxa_inventory_occ_89877
89876,taxa_inventory_occ_89876
89896,taxa_inventory_occ_89896
89897,taxa_inventory_occ_89897
89898,taxa_inventory_occ_89898
89899,taxa_inventory_occ_89899
89900,taxa_inventory_occ_89900
89901,taxa_inventory_occ_89901
89902,taxa_inventory_occ_89902
89903,taxa_inventory_occ_89903
89904,taxa_inventory_occ_89904
89905,taxa_inventory_occ_89905
89939,taxa_inventory_occ_89939
89938,taxa_inventory_occ_89938
89937,taxa_inventory_occ_89937
89936,taxa_inventory_occ_89936
89935,taxa_inventory_occ_89935
89934,taxa_inventory_occ_89934
89933,taxa_inventory_occ_89933
89932,taxa_inventory_occ_89932
89931,taxa_inventory_occ_89931
89930,taxa_inventory_occ_89930
89929,taxa_inventory_occ_89929
89922,taxa_inventory_occ_89922
89921,taxa_inventory_occ_89921
89920,taxa_inventory_occ_89920
89919,taxa_inventory_occ_89919
89918,taxa_inventory_occ_89918
89917,taxa_inventory_occ_89917
89916,taxa_inventory_occ_89916
89915,taxa_inventory_occ_89915
89914,taxa_inventory_occ_89914
89913,taxa_inventory_occ_89913
89912,taxa_inventory_occ_89912
89911,taxa_inventory_occ_89911
89910,taxa_inventory_occ_89910
89909,taxa_inventory_occ_89909
89908,taxa_inventory_occ_89908
89907,taxa_inventory_occ_89907
89906,taxa_inventory_occ_89906
89923,taxa_inventory_occ_89923
89924,taxa_inventory_occ_89924
89925,taxa_inventory_occ_89925
89926,taxa_inventory_occ_89926
89927,taxa_inventory_occ_89927
89928,taxa_inventory_occ_89928
89941,taxa_inventory_occ_89941
89942,taxa_inventory_occ_89942
89943,taxa_inventory_occ_89943
89944,taxa_inventory_occ_89944
89945,taxa_inventory_occ_89945
89946,taxa_inventory_occ_89946
89947,taxa_inventory_occ_89947
89948,taxa_inventory_occ_89948
89949,taxa_inventory_occ_89949
89950,taxa_inventory_occ_89950
89951,taxa_inventory_occ_89951
89952,taxa_inventory_occ_89952
89953,taxa_inventory_occ_89953
89954,taxa_inventory_occ_89954
89955,taxa_inventory_occ_89955
89956,taxa_inventory_occ_89956
89957,taxa_inventory_occ_89957
89958,taxa_inventory_occ_89958
89959,taxa_inventory_occ_89959
89960,taxa_inventory_occ_89960
89961,taxa_inventory_occ_89961
89962,taxa_inventory_occ_89962
89963,taxa_inventory_occ_89963
89964,taxa_inventory_occ_89964
89965,taxa_inventory_occ_89965
89966,taxa_inventory_occ_89966
89967,taxa_inventory_occ_89967
89968,taxa_inventory_occ_89968
89969,taxa_inventory_occ_89969
89970,taxa_inventory_occ_89970
89971,taxa_inventory_occ_89971
89972,taxa_inventory_occ_89972
89973,taxa_inventory_occ_89973
89974,taxa_inventory_occ_89974
89975,taxa_inventory_occ_89975
89976,taxa_inventory_occ_89976
89977,taxa_inventory_occ_89977
89978,taxa_inventory_occ_89978
89979,taxa_inventory_occ_89979
89980,taxa_inventory_occ_89980
89981,taxa_inventory_occ_89981
89982,taxa_inventory_occ_89982
89983,taxa_inventory_occ_89983
89984,taxa_inventory_occ_89984
89985,taxa_inventory_occ_89985
89986,taxa_inventory_occ_89986
89987,taxa_inventory_occ_89987
89988,taxa_inventory_occ_89988
89989,taxa_inventory_occ_89989
89990,taxa_inventory_occ_89990
89991,taxa_inventory_occ_89991
89992,taxa_inventory_occ_89992
89993,taxa_inventory_occ_89993
89994,taxa_inventory_occ_89994
89995,taxa_inventory_occ_89995
89996,taxa_inventory_occ_89996
89997,taxa_inventory_occ_89997
89998,taxa_inventory_occ_89998
89999,taxa_inventory_occ_89999
90000,taxa_inventory_occ_90000
90001,taxa_inventory_occ_90001
90002,taxa_inventory_occ_90002
90003,taxa_inventory_occ_90003
90004,taxa_inventory_occ_90004
90005,taxa_inventory_occ_90005
90006,taxa_inventory_occ_90006
90007,taxa_inventory_occ_90007
90008,taxa_inventory_occ_90008
90009,taxa_inventory_occ_90009
90010,taxa_inventory_occ_90010
90011,taxa_inventory_occ_90011
90012,taxa_inventory_occ_90012
90013,taxa_inventory_occ_90013
90014,taxa_inventory_occ_90014
90015,taxa_inventory_occ_90015
90016,taxa_inventory_occ_90016
90017,taxa_inventory_occ_90017
90018,taxa_inventory_occ_90018
90019,taxa_inventory_occ_90019
90020,taxa_inventory_occ_90020
90021,taxa_inventory_occ_90021
90022,taxa_inventory_occ_90022
90023,taxa_inventory_occ_90023
90024,taxa_inventory_occ_90024
90025,taxa_inventory_occ_90025
90026,taxa_inventory_occ_90026
90027,taxa_inventory_occ_90027
90028,taxa_inventory_occ_90028
90029,taxa_inventory_occ_90029
90030,taxa_inventory_occ_90030
90031,taxa_inventory_occ_90031
90032,taxa_inventory_occ_90032
90033,taxa_inventory_occ_90033
90034,taxa_inventory_occ_90034
90035,taxa_inventory_occ_90035
90036,taxa_inventory_occ_90036
90037,taxa_inventory_occ_90037
90038,taxa_inventory_occ_90038
90039,taxa_inventory_occ_90039
90040,taxa_inventory_occ_90040
90041,taxa_inventory_occ_90041
90042,taxa_inventory_occ_90042
90043,taxa_inventory_occ_90043
90044,taxa_inventory_occ_90044
90045,taxa_inventory_occ_90045
90046,taxa_inventory_occ_90046
90047,taxa_inventory_occ_90047
90048,taxa_inventory_occ_90048
90049,taxa_inventory_occ_90049
90050,taxa_inventory_occ_90050
90051,taxa_inventory_occ_90051
90052,taxa_inventory_occ_90052
90053,taxa_inventory_occ_90053
90054,taxa_inventory_occ_90054
90055,taxa_inventory_occ_90055
90056,taxa_inventory_occ_90056
90057,taxa_inventory_occ_90057
90058,taxa_inventory_occ_90058
90059,taxa_inventory_occ_90059
90060,taxa_inventory_occ_90060
90061,taxa_inventory_occ_90061
90062,taxa_inventory_occ_90062
90063,taxa_inventory_occ_90063
90064,taxa_inventory_occ_90064
90065,taxa_inventory_occ_90065
90066,taxa_inventory_occ_90066
90067,taxa_inventory_occ_90067
90068,taxa_inventory_occ_90068
90069,taxa_inventory_occ_90069
90070,taxa_inventory_occ_90070
90071,taxa_inventory_occ_90071
90072,taxa_inventory_occ_90072
90073,taxa_inventory_occ_90073
90074,taxa_inventory_occ_90074
90075,taxa_inventory_occ_90075
90076,taxa_inventory_occ_90076
90077,taxa_inventory_occ_90077
90078,taxa_inventory_occ_90078
90079,taxa_inventory_occ_90079
90080,taxa_inventory_occ_90080
90081,taxa_inventory_occ_90081
90082,taxa_inventory_occ_90082
90083,taxa_inventory_occ_90083
90084,taxa_inventory_occ_90084
90085,taxa_inventory_occ_90085
90086,taxa_inventory_occ_90086
90087,taxa_inventory_occ_90087
90088,taxa_inventory_occ_90088
90089,taxa_inventory_occ_90089
90090,taxa_inventory_occ_90090
90091,taxa_inventory_occ_90091
90092,taxa_inventory_occ_90092
90093,taxa_inventory_occ_90093
90094,taxa_inventory_occ_90094
90095,taxa_inventory_occ_90095
90096,taxa_inventory_occ_90096
90097,taxa_inventory_occ_90097
90098,taxa_inventory_occ_90098
90099,taxa_inventory_occ_90099
90100,taxa_inventory_occ_90100
90101,taxa_inventory_occ_90101
90102,taxa_inventory_occ_90102
90103,taxa_inventory_occ_90103
90104,taxa_inventory_occ_90104
90105,taxa_inventory_occ_90105
90106,taxa_inventory_occ_90106
90107,taxa_inventory_occ_90107
90108,taxa_inventory_occ_90108
90109,taxa_inventory_occ_90109
90110,taxa_inventory_occ_90110
90111,taxa_inventory_occ_90111
90112,taxa_inventory_occ_90112
90113,taxa_inventory_occ_90113
90114,taxa_inventory_occ_90114
90115,taxa_inventory_occ_90115
90116,taxa_inventory_occ_90116
90117,taxa_inventory_occ_90117
90118,taxa_inventory_occ_90118
90119,taxa_inventory_occ_90119
90120,taxa_inventory_occ_90120
90121,taxa_inventory_occ_90121
90122,taxa_inventory_occ_90122
90123,taxa_inventory_occ_90123
90124,taxa_inventory_occ_90124
90125,taxa_inventory_occ_90125
90126,taxa_inventory_occ_90126
90127,taxa_inventory_occ_90127
90128,taxa_inventory_occ_90128
90129,taxa_inventory_occ_90129
90130,taxa_inventory_occ_90130
90137,taxa_inventory_occ_90137
90138,taxa_inventory_occ_90138
90139,taxa_inventory_occ_90139
90140,taxa_inventory_occ_90140
90141,taxa_inventory_occ_90141
90142,taxa_inventory_occ_90142
90143,taxa_inventory_occ_90143
90144,taxa_inventory_occ_90144
90145,taxa_inventory_occ_90145
90163,taxa_inventory_occ_90163
90161,taxa_inventory_occ_90161
90160,taxa_inventory_occ_90160
90159,taxa_inventory_occ_90159
90158,taxa_inventory_occ_90158
90157,taxa_inventory_occ_90157
90146,taxa_inventory_occ_90146
90136,taxa_inventory_occ_90136
90135,taxa_inventory_occ_90135
90134,taxa_inventory_occ_90134
90133,taxa_inventory_occ_90133
90132,taxa_inventory_occ_90132
90131,taxa_inventory_occ_90131
90147,taxa_inventory_occ_90147
90148,taxa_inventory_occ_90148
90149,taxa_inventory_occ_90149
90150,taxa_inventory_occ_90150
90151,taxa_inventory_occ_90151
90165,taxa_inventory_occ_90165
90164,taxa_inventory_occ_90164
90156,taxa_inventory_occ_90156
90155,taxa_inventory_occ_90155
90154,taxa_inventory_occ_90154
90153,taxa_inventory_occ_90153
90152,taxa_inventory_occ_90152
90171,taxa_inventory_occ_90171
90172,taxa_inventory_occ_90172
90173,taxa_inventory_occ_90173
90174,taxa_inventory_occ_90174
90175,taxa_inventory_occ_90175
90170,taxa_inventory_occ_90170
90169,taxa_inventory_occ_90169
90168,taxa_inventory_occ_90168
90167,taxa_inventory_occ_90167
90166,taxa_inventory_occ_90166
90176,taxa_inventory_occ_90176
