"","X","Y","Presence","alizes","altitude","cti","ensoleillement","pente","substrat"
"851",165.485059462476,-21.4576947167928,0,0.417712951162214,0.0510585305105853,0.269519297509864,0.813119963364237,0.044228624239655,0.00784313725490196
"855",166.530921960695,-22.0530663524307,0,0.293995561932056,0.529265255292653,0.211909126376517,0.845499539055424,0.253874139698023,0.00392156862745098
"866",166.016721763152,-21.7250370640782,0,0.373771726069258,0.277085927770859,0.418911482569689,0.831815663941654,0.065319437908455,0.00784313725490196
"867",165.415747596055,-21.4890192614374,0,0.525351230576712,0.0616438356164384,0.299203442284717,0.808518124265965,0.0296711718109016,0.00784313725490196
"868",166.42687401128,-21.7617782034671,0,0.056605085741056,0.00933997509339975,0.330061466207555,0.818404661828613,0.0118403465701734,0.00784313725490196
"882",166.052447228112,-21.52117548005,0,0.0212441135320244,0.13387297633873,0.220093189741449,0.710949298288352,0.205484540417318,0.00392156862745098
"885",164.560587727415,-20.6909318325037,0,0.493660005126096,0.0386052303860523,0.459426104715066,0.796913382838113,0.156706113039386,0.00784313725490196
"890",164.885200191702,-21.0370683664817,0,0.631080760004829,0.125778331257783,0.255890349348175,0.860484476246608,0.0882214783215974,0.00784313725490196
"893",166.423252269257,-21.9093635723598,0,0.227523243236343,0.652552926525529,0.302986847164381,0.784245448780681,0.187846309366588,0.00392156862745098
"915",167.97294387939,-21.6189389777735,0,0.255909014324787,0.0466998754669988,0.452042915737717,0.834582942981404,0.0135494583664182,0
"918",165.511605135077,-21.376970523346,0,0.265931671273514,0.336861768368618,0.39544428099697,0.868750342863991,0.0683834202082112,0.00784313725490196
"924",165.208987968371,-21.2189418942311,0,0.467268478569606,0.156911581569116,0.277889233501743,0.775262041560627,0.0432964580151072,0.00784313725490196
"928",165.257946883983,-21.3185828258909,0,0.506274295445159,0.176836861768369,0.226295553201593,0.737963403044123,0.18261297492473,0.00392156862745098
"936",164.886676649509,-20.9920281221545,0,0.550551693620123,0.325653798256538,0.243200706789252,0.713919958929165,0.242632111390571,0.00784313725490196
"937",165.221302486432,-20.9003122930841,0,0.0543777224132005,0.0037359900373599,0.301923632838128,0.818151707976768,0.0677772767907105,0.00784313725490196
"954",165.651005118336,-21.5863956819987,0,0.459126371475575,0.0628891656288917,0.28869387190544,0.794224942371453,0.16150470295124,0.00392156862745098
"962",166.558990133759,-22.0290834061831,0,0.229810659088526,0.350560398505604,0.245038422200169,0.818795051361429,0.204429924044843,0.00392156862745098
"966",166.109898808884,-21.832637574472,0,0.467088217825411,0.11519302615193,0.26975711523851,0.843183889650236,0.179470499062082,0
"986",165.499231112615,-21.3615891183845,0,0.276216135493572,0.36425902864259,0.248757076995312,0.819282844887654,0.207170389105608,0.00784313725490196
"987",166.571390514289,-21.9192724621128,0,0.0652773071641981,0.217932752179328,0.362729210146676,0.682394392572646,0.138181584742943,0.00392156862745098
"991",166.088496514692,-21.7365849795502,0,0.320761971409854,0.11706102117061,0.232693292837782,0.787202443209314,0.182904854621627,0.00784313725490196
"994",166.926465455829,-22.1861432602498,0,0.0540702068552567,0.158156911581569,0.203238320996912,0.63517924107527,0.196060700347272,0.00392156862745098
"6",165.712519058751,-21.6486875954924,0,0.503661780221214,0.11332503113325,0.276868288977204,0.822385590758443,0.0493672168894117,0.00784313725490196
"13",167.162120510916,-20.8737559596849,0,0.193756887022404,0.0193026151930262,0.434223341342522,0.825207470183645,0.00223610500695257,0
"23",167.131564372182,-20.9646112787586,0,0.267091343225371,0.0174346201743462,0.43186642299923,0.825827993572497,0.00144203390132283,0
"25",166.308885446569,-21.882843225962,0,0.355567894526995,0.186176836861768,0.27547886246563,0.794770108203524,0.277195492619735,0.00392156862745098
"351",166.361737653948,-21.9324373790275,0,0.336278839380524,0.173100871731009,0.257070869530469,0.601339121189069,0.157212740798377,0.00392156862745098
"411",168.036393151382,-21.5351036524849,0,0.124502205773032,0.0261519302615193,0.399660879781325,0.826523616665069,0.00144203390132283,0
"43",166.214270351411,-21.9877296269133,0,0.600563045204839,0.0037359900373599,0.503574174132042,0.820744227105114,0.00144203390132283,0.00784313725490196
"52",165.837839805595,-21.4578169719258,0,0.0706370310703273,0.197384806973848,0.211008102138192,0.701577113117108,0.179385366692922,0.00392156862745098
"55",164.560668456438,-20.4682554231493,0,0.130597134624512,0.418430884184309,0.258244214342359,0.840455159642953,0.0629075012227931,0.00784313725490196
"61",164.359738241778,-20.3944426903431,0,0.0667021566470269,0.0909090909090909,0.248672289307271,0.839059981198644,0.08774438589514,0.00784313725490196
"72",164.389928950345,-20.4382161354767,0,0.138081628403811,0.142590286425903,0.239766032544579,0.864336994352567,0.161002716187625,0.00784313725490196
"96",165.238722589896,-21.0947371391309,0,0.278895973373353,0.196139476961395,0.213373493525259,0.786789427070484,0.265041057908537,0.00784313725490196
"102",164.648216727186,-20.7118963344244,0,0.388521275334861,0.193026151930262,0.342046891961593,0.848224465730071,0.120732875239566,0.00784313725490196
"111",165.104249519412,-20.8150418678967,0,0.10849042549129,0.246575342465753,0.253143575574093,0.73468048234767,0.198200075835193,0.00784313725490196
"130",167.116598152769,-20.7714539619314,0,0.218313589206013,0.0136986301369863,0.342046891961593,0.823345384310969,0.0103590469058285,0
"138",166.920902770511,-22.3011201398531,0,0.165487947016107,0.168119551681196,0.251236148386355,0.853329376148373,0.198593374093611,0.00392156862745098
"143",165.07291207015,-21.0366548583121,0,0.420162868553711,0.391656288916563,0.295193936903609,0.882095012277351,0.0464582808492752,0.00392156862745098
"149",164.774950937118,-20.7934631623907,0,0.319464490229108,0.322540473225405,0.223411226050198,0.8839928752621,0.159965429994201,0.00784313725490196
"151",166.802254646164,-22.1265459526225,0,0.190999313072304,0.136986301369863,0.324876154251838,0.834384911831336,0.174511657193342,0.00392156862745098
"189",167.262488335188,-21.0706897919238,0,0.253511920594592,0.0261519302615193,0.503574174132042,0.826457928598038,0.00144203390132283,0
"190",165.36454655052,-21.0889429262986,0,0.096165991257464,0.026774595267746,0.28403520542055,0.827155936831415,0.0830822165712805,0.00784313725490196
"195",164.473237452522,-20.6507223206036,0,0.499779736337298,0.178704856787049,0.231864594806452,0.75958560692583,0.269514483929666,0
"214",165.041815702618,-21.1048219635982,0,0.545792887007877,0.115815691158157,0.225306287174048,0.765002132767122,0.180006823497005,0.00784313725490196
"234",166.925465398844,-22.1266841432706,0,0.0375033895182669,0.165006226650062,0.355448804533674,0.852101866656318,0.144458659114125,0.00784313725490196
"236",165.721150667065,-21.6654782375777,0,0.501469653301803,0.0286425902864259,0.306067466496554,0.754274156206481,0.13579699576316,0.00392156862745098
"241",167.999938240706,-21.6082203679837,0,0.203836274382384,0.0410958904109589,0.49917834375505,0.827889980029925,0.00447221031049227,0
"2671",166.434095727601,-21.7760379054292,0,0.0537202053916011,0.105853051058531,0.265380463710602,0.845181606232463,0.155642300093253,0.00392156862745098
"294",166.432956886886,-22.0251743253884,0,0.358717945529341,0.389165628891656,0.216804618251593,0.723207181517144,0.254261971262501,0.00392156862745098
"319",166.37233049383,-21.7292130327041,0,0.0508353353592675,0.0853051058530511,0.324008277934767,0.750206717575026,0.256224191699949,0.00392156862745098
"366",165.640674718722,-21.356484129084,0,0.134496745127045,0.37173100871731,0.271259324832759,0.892296066109915,0.0491826020795,0.00784313725490196
"369",164.809997609556,-20.6270025338956,0,0.0474554842350534,0.36799501867995,0.206299990481184,0.725571629613934,0.234478043858982,0.00784313725490196
"374",165.157194816473,-21.4294459766694,0,0.764951434696143,0.0136986301369863,0.331172541781075,0.821091426250383,0.0362841133090764,0.00784313725490196
"375",165.98321327529,-21.5861446906021,0,0.120524886712505,0.306351183063512,0.221909321790859,0.739253570829754,0.242435044666686,0.00784313725490196
"379",166.865496547119,-22.1841378271105,0,0.131381992435872,0.233499377334994,0.25028138520373,0.866393694822265,0.109052866043372,0.00392156862745098
"392",164.328719988719,-20.5336110144469,0,0.329430939500731,0.0292652552926526,0.275586054102751,0.810663977431153,0.084753383010396,0.00784313725490196
"395",166.356139268328,-21.9640178024915,0,0.381464529406657,0.407845579078456,0.416017060282806,0.893853305202424,0.134736770334925,0.00392156862745098
"4261",166.957880530664,-22.1774960853013,0,0.0168142906877278,0.0716064757160648,0.261751176627162,0.804623962890819,0.332864678217487,0.00392156862745098
"443",168.052799823267,-21.56336157421,0,0.0998782290801519,0.0323785803237858,0.459606786648529,0.827484570556365,0.00232317468323166,0
"450",165.731944531854,-21.3123846272737,0,0.0319386540938282,0.0946450809464508,0.291949295474044,0.786064795508664,0.123299544988841,0.00392156862745098
"454",165.89590418594,-21.3848243686713,0,0.00815966167600453,0.112079701120797,0.241113399172191,0.728496199020274,0.367380358745716,0.00392156862745098
"467",164.334731016271,-20.3224451407296,0,0.0150218576469458,0.00809464508094645,0.371671973514639,0.823888809634886,0.0236676765244825,0.00784313725490196
"5071",164.353427528308,-20.2472676304802,0,0.00960210099097189,0.0012453300124533,0.390255915692146,0.820754605690778,0.00394678278323207,0.00784313725490196
"5251",164.930578848426,-20.7825250218878,0,0.144696333828812,0.158156911581569,0.224537606536121,0.763961244427231,0.156313574044016,0.00784313725490196
"530",166.870252482122,-22.1788426675878,0,0.118545003613469,0.149439601494396,0.44465835275327,0.829287672541569,0.0398979776345403,0.00392156862745098
"546",166.471114441602,-21.9162180471983,0,0.186502217438257,0.358032378580324,0.22752855282168,0.61483682639353,0.355866628156845,0.00392156862745098
"547",164.440594051331,-20.5974016815775,0,0.450224263954553,0.114570361145704,0.283103762191737,0.850243132873422,0.0462592305506798,0.00784313725490196
"548",164.530506023276,-20.7301313236656,0,0.579481507151498,0.157534246575342,0.248910603205146,0.788830398503524,0.175616764558451,0.00784313725490196
"553",165.262505615999,-20.804354560123,0,0.0014424381327972,0.00062266500622665,0.254896140711762,0.822098149059826,0.0371418480280344,0.00784313725490196
"566",165.884640389747,-21.5120233787556,0,0.100800875486157,0.155666251556663,0.345366989280989,0.724461507727437,0.230923990480056,0.00784313725490196
"576",165.191902327534,-20.940836663499,0,0.143289147257731,0.216064757160648,0.227164460023989,0.796190685174242,0.147021409167919,0.00784313725490196
"584",167.915135929036,-21.5466284228484,0,0.218271137690706,0.0435865504358655,0.482881932562358,0.828410520894768,0.00314133845101303,0
"585",164.354706208139,-20.6069581868194,0,0.446063382671,0.189290161892902,0.213914222568845,0.698413642850692,0.260951059726213,0.00392156862745098
"588",165.571435926856,-21.2589450119789,0,0.0751092899542492,0.171232876712329,0.24736162011925,0.755285649297534,0.177980217553159,0.00784313725490196
"614",166.648156694227,-21.9703577449671,0,0.0450655780993981,0.298256537982565,0.213564308761074,0.858996857480295,0.233226531596808,0.00392156862745098
"6161",165.024349408766,-21.2718201257481,0,0.791990106128238,0.0236612702366127,0.308763592842308,0.823078570857151,0.163020097085447,0.00392156862745098
"617",165.061268486082,-20.9889333697837,0,0.405703244154154,0.125155666251557,0.22633776575301,0.731472790281467,0.131852690668794,0.00784313725490196
"621",165.847451616255,-21.8579823499205,0,0.691511083559659,0.00933997509339975,0.321783913109623,0.824416376995613,0.0111805244415886,0.00784313725490196
"628",166.707084146126,-22.0828006994691,0,0.134676978358916,0.380448318804483,0.237584128355468,0.896336172317011,0.125035552492182,0.00392156862745098
"643",165.237809415693,-20.9690120703955,0,0.158516049093871,0.0554171855541719,0.275278142928646,0.798630426364547,0.15682569696931,0.00784313725490196
"648",165.191389428227,-20.8417596558574,0,0.110572778239557,0.357409713574097,0.335035944407367,0.781987107218074,0.185969449077214,0.00784313725490196
"661",166.051435606526,-21.6214266900373,0,0.165487947016107,0.587173100871731,0.265727095168083,0.920525819116981,0.13758302921052,0.00392156862745098
"673",164.173730462378,-20.4592196812851,0,0.106365614349636,0.0099626400996264,0.506478519803526,0.829788552110589,0.156543032827649,0.00392156862745098
"698",165.010161297588,-21.2132498944248,0,0.752729250012958,0.099626400996264,0.239543653312361,0.831340311825573,0.171138346382787,0.00392156862745098
"716",164.756860614943,-20.6067472741655,0,0.123837453010327,0.629514321295143,0.205612548012961,0.718460493462426,0.329487893778492,0.00784313725490196
"723",167.419641382765,-21.0720407160676,0,0.0477630101101186,0.0311332503113325,0.516237825056683,0.826769415094499,0,0
"727",164.215265137116,-20.2697464768616,0,0.00815966167600453,0.012453300124533,0.313159671303915,0.829464108497863,0.0194706293706028,0.00784313725490196
"741",166.749190063967,-22.3748951309379,0,0.479812117241676,0.123910336239103,0.243230267025303,0.592878639974663,0.388136294702181,0.00392156862745098
"7431",166.0005068122,-21.8387843007815,0,0.561224769410962,0.0261519302615193,0.345740261209436,0.821364814957231,0.0129618931666022,0.00784313725490196
"759",166.096966474715,-21.6308491385795,0,0.177472782883637,0.188044831880448,0.437081924944252,0.830348028787489,0.266880239769196,0.00784313725490196
"768",164.524660895318,-20.4499897141931,0,0.142794173043932,0.425280199252802,0.273829061608875,0.902750589500443,0.205734907407112,0.00784313725490196
"776",166.854406982006,-22.181896879283,0,0.15182359384239,0.140722291407223,0.321783913109623,0.841097665005169,0.0178888400556206,0.00392156862745098
