"","X","Y","Presence","alizes","altitude","cti","ensoleillement","pente","substrat"
"93111",167.248119578779,-20.8992933283543,0,0.0202966424125358,0.0193026151930262,0.370707420531437,0.821755140026782,0.00886160103824666,0
"93421",164.420142310908,-20.6083133269809,0,0.463697874188785,0.112079701120797,0.23151428024661,0.80453326307697,0.132348271150449,0
"94011",164.501320679443,-20.3167163871601,0,0.0133319372433994,0.0965130759651308,0.236340289346048,0.850270787614106,0.163327864361605,0.00784313725490196
"9452",164.536250577137,-20.5534962447644,0,0.299270362173328,0.314445828144458,0.252532829418774,0.864995422141236,0.102416470435132,0.00784313725490196
"95211",166.158026544079,-21.5990075815154,0,0.0646798357888449,0.0990037359900374,0.223774212008837,0.817204420297651,0.318702638120198,0.00392156862745098
"9696",166.097541077409,-21.7303377152101,0,0.300115320655581,0.155666251556663,0.261101252186103,0.690589156208738,0.2286366725874,0.00784313725490196
"98422",167.244097916843,-21.0255756945975,0,0.209376224642304,0.0211706102117061,0.454667002127955,0.824381889148841,0.00315484324928975,0
"2320",166.983531720971,-22.2335357563651,0,0.0381609099789069,0.275840597758406,0.248204058221566,0.860279160747596,0.10623600013849,0.00392156862745098
"2418",168.054348200338,-21.5260982582881,0,0.102413104526911,0.0236612702366127,0.339515894552283,0.829466106859078,0.00721016832026566,0
"3517",165.519380482422,-21.2451292948199,0,0.113637857430479,0.212328767123288,0.236483262418028,0.842405689115204,0.0533658425094069,0.00784313725490196
"42101",164.782893498771,-20.917295877771,0,0.494324812913448,0.0317559153175592,0.487218909635293,0.808972461357657,0.030605637178864,0.00784313725490196
"5016",165.8071324502,-21.6177503335741,0,0.347118364729113,0.315691158156912,0.269989360605033,0.840264993011215,0.110092126320719,0.00784313725490196
"9245",166.24960933376,-21.6470632484557,0,0.0508953706883924,0.231008717310087,0.404798788492141,0.863896323473054,0.209934372339258,0.00392156862745098
"10421",167.18614466764,-21.0731862340173,0,0.336901113115598,0.0255292652552927,0.429758123607053,0.825224875265194,0.00314133845101303,0
"1084",165.221350176467,-21.1843112218471,0,0.395683916196582,0.2546699875467,0.258567564012892,0.882872374789938,0.16304800000243,0.00784313725490196
"1364",165.123773213518,-21.080923525291,0,0.441576838013051,0.13013698630137,0.318568812832677,0.854852127394109,0.166157998388236,0.00784313725490196
"14312",166.871068508776,-22.2768123007498,0,0.25175476351122,0.127646326276463,0.31151719848502,0.821721232349394,0.0319318466886944,0.00392156862745098
"1524",165.306061225452,-21.4046897835494,0,0.576253871396615,0.454545454545455,0.224458620211385,0.884249761373109,0.311224941092576,0.00392156862745098
"16121",164.955328452515,-21.1631793258916,0,0.725160636203775,0.102117061021171,0.248714654526143,0.798446834985838,0.125242366255435,0.00784313725490196
"18311",164.473529324549,-20.4299021642692,0,0.201951790265414,0.119551681195517,0.280185867283586,0.834162320177305,0.121415452718944,0.00784313725490196
"19412",165.244246099472,-21.1405583331214,0,0.30335019215157,0.0660024906600249,0.407782254072385,0.781136192120127,0.133569612197288,0.00784313725490196
"2025",165.105050221188,-20.8214223916917,0,0.119432454879514,0.209838107098381,0.290868715224739,0.843776564908609,0.0850799895009106,0.00784313725490196
"2104",167.172002077271,-20.9269368776658,0,0.166887897846082,0.0174346201743462,0.431866461166094,0.825271611132316,0.00144203390132283,0
"2244",167.444736261602,-21.0592630349826,0,0.00815966167600453,0.0024906600249066,0.32874688491599,0.825451850421245,0.0145832804221897,0
"23022",164.430545325936,-20.3263974775218,0,0.0879638866637533,0.0305105853051059,0.248528991816948,0.772328705150247,0.110765469263286,0.00784313725490196
"2634",164.561283963027,-20.3788028108272,0,0.0222340482034618,0.103985056039851,0.329289694053656,0.835930031830026,0.156332470203101,0.00784313725490196
"28412",165.634085954205,-21.6592059350637,0,0.580966402280574,0.10958904109589,0.242633184607243,0.849310671745255,0.137480822913587,0.00784313725490196
"2853",164.563280889583,-20.5575441751065,0,0.268671596068027,0.136363636363636,0.49982302025233,0.804434956597851,0.0922494921669109,0.00784313725490196
"2955",166.81897065336,-22.1065094482458,0,0.143748850672682,0.0990037359900374,0.402401642274351,0.830478760288901,0.0129783027392085,0.00784313725490196
"3305",163.67196382252,-19.6899201643893,0,0.00407983083800227,0.0846824408468244,0.260548176162061,0.84230796280547,0.217306512821751,0.00392156862745098
"33921",166.294392695644,-21.8048942906277,0,0.243782545015389,0.229763387297634,0.236041042050037,0.851052791481773,0.0866678932561193,0.00392156862745098
"34112",166.179530450749,-21.9666785278022,0,0.617709770737606,0.0149439601494396,0.231617731531074,0.775238899248494,0.0877445567293256,0.00392156862745098
"37412",165.895978290373,-21.6040326681363,0,0.20273670310142,0.559775840597758,0.217442787298587,0.91948544648321,0.180861431001287,0.00784313725490196
"39112",167.225260770697,-20.8875499316035,0,0.0704920548811429,0.0174346201743462,0.38579073612354,0.826202331752329,0.00330554154161604,0
"41112",164.621821129772,-20.5957867639137,0,0.282830923455543,0.273349937733499,0.35759229377432,0.869026116711644,0.191185130653226,0.00784313725490196
"4305",164.818407247865,-20.8427485230358,0,0.334486411498302,0.279576587795766,0.288174936141112,0.867497112529203,0.126583727808449,0.00784313725490196
"4316",165.068466737345,-20.8687312044678,0,0.229100180844005,0.209215442092154,0.240896477801503,0.858196610508634,0.250031908029556,0.00784313725490196
"44622",167.352263928576,-20.9985573258369,0,0.0476004569851974,0.0273972602739726,0.434223341342522,0.826347954267955,0.00296008693913049,0
"44711",165.158379355488,-21.4153780128441,0,0.753351853895916,0.0410958904109589,0.279363046949288,0.828391955474449,0.0190108172965589,0.00784313725490196
"50511",165.834394265131,-21.5679951714661,0,0.239412762658778,0.336861768368618,0.233186599553036,0.884523150079957,0.159094944401445,0.00784313725490196
"5187",165.351781225534,-21.4662978205222,0,0.616412179507567,0.0610211706102117,0.282775527162632,0.840292970068223,0.0703900670247048,0.00784313725490196
"5555",165.061650995852,-20.8780967078518,0,0.24517205491856,0.0909090909090909,0.21986079170747,0.699226202305967,0.158796857729138,0.00784313725490196
"56431",166.381443058236,-21.8956749766529,0,0.256432078620977,0.440224159402242,0.214912801311169,0.901841915317058,0.367046586710194,0.00392156862745098
"58321",165.204309618554,-21.0035278230796,0,0.242750145072482,0.216064757160648,0.288624427296666,0.843286450704845,0.127090592837143,0.00784313725490196
"5915",164.98048555021,-20.870847025518,0,0.27700106208574,0.11892901618929,0.245809774518565,0.852106121231808,0.117263830849556,0.00784313725490196
"60121",166.370805605199,-22.0284502101964,0,0.448414173160584,0.254047322540473,0.247108115809562,0.627532415191645,0.347069426861178,0.00392156862745098
"60812",165.5817818214,-21.6484739018613,0,0.628294586994352,0.0828144458281445,0.242584369188379,0.700869886636836,0.239021056338381,0.00784313725490196
"61511",166.354555947686,-21.7041149521284,0,0.0265188982976144,0.193026151930262,0.210100017030055,0.727849696935629,0.255194896750096,0.00392156862745098
"6215",164.51417977432,-20.8141470927908,0,0.699094195262884,0.0616438356164384,0.381370059118182,0.820921114304263,0.0148977980213757,0.00784313725490196
"6263",165.09680138091,-20.7766435084138,0,0.0486079685923716,0.0853051058530511,0.437414014826605,0.779090450405477,0.149450566888569,0.00784313725490196
"64711",164.435555858619,-20.3919118252548,0,0.116112707865234,0.062266500622665,0.275128605156084,0.841185657361889,0.080492806893744,0.00784313725490196
"64811",166.448654493795,-21.9125049862135,0,0.206876578725909,0.589041095890411,0.270637682037811,0.655666698103252,0.284258214428944,0.00392156862745098
"65012",165.397560355901,-21.5976876279842,0,0.731782577369881,0.0062266500622665,0.431866461166094,0.821532741762546,0.00144203390132283,0.00784313725490196
"65122",168.09543790306,-21.6147323629043,0,0.0372559058504076,0.049813200498132,0.358844090574853,0.836212896636829,0.0274497959138892,0
"66511",165.734988933346,-21.67753964196,0,0.507631918565283,0.13200498132005,0.231821714334917,0.756238287427646,0.209461085718824,0.00392156862745098
"66711",164.518114739468,-20.6890041299429,0,0.527228616514195,0.0896637608966376,0.283925437520119,0.761098688681817,0.112533005164659,0.00784313725490196
"6735",165.775956471737,-21.6384899327592,0,0.407923406131308,0.23412204234122,0.252207170652979,0.834084641942985,0.0960551273565057,0.00784313725490196
"6743",166.177046332505,-21.8376554577523,0,0.408828424015969,0.190535491905355,0.370641620858161,0.774079076184685,0.146743357549269,0.00392156862745098
"69512",166.433471725849,-21.872866075647,0,0.17279546777388,0.75093399750934,0.285647679084459,0.811428318364211,0.316825910701858,0.00392156862745098
"70531",166.231329505579,-21.6549908576763,0,0.0690920696607631,0.485678704856787,0.24356972311238,0.889733457936527,0.241465750479133,0.00392156862745098
"7094",165.163757377032,-21.0192391154004,0,0.302077554599032,0.36612702366127,0.230806437589659,0.883510238797074,0.157714328948893,0.00784313725490196
"71312",164.340150494379,-20.5099098473112,0,0.28043047322187,0.158156911581569,0.240521431113887,0.795561588171146,0.0663275589100809,0
"7184",166.282643713314,-21.8283493686402,0,0.294575466688794,0.447696139476961,0.275760839255749,0.743082559843989,0.224518790469669,0.00392156862745098
"7241",165.702780000267,-21.3013609494469,0,0.0124869770416263,0.169987546699875,0.25576636429096,0.799370593573232,0.205012164912541,0.00392156862745098
"7315",164.485142012286,-20.5066511048279,0,0.265684197922776,0.0946450809464508,0.261449772903343,0.81087258055668,0.0511999117964118,0.00784313725490196
"7334",166.461058300874,-21.9985936283469,0,0.290803169463698,0.646326276463263,0.334355810893571,0.838991843527543,0.176938166984115,0.00392156862745098
"73531",165.695165250079,-21.4708519715604,0,0.280935874606312,0.254047322540473,0.245705559896824,0.858466647125702,0.042752484004985,0.00784313725490196
"77221",166.143479955737,-21.935423571679,0,0.587743678025698,0.0535491905354919,0.241992897299305,0.846491628703713,0.0803277525980843,0.00784313725490196
"79412",166.259210427952,-21.9696233622115,0,0.508084386239128,0.113947696139477,0.208194937104443,0.687630292345419,0.240468496429869,0.00392156862745098
"79912",165.376085949011,-21.277980971887,0,0.299252781798551,0.175591531755915,0.285114984165713,0.769152922400217,0.214396466359408,0.00784313725490196
"83221",166.46746431364,-21.8467750549104,0,0.0972159922093904,0.271481942714819,0.347635704001925,0.815736785143487,0.197472094425597,0.00392156862745098
"83411",168.043407150184,-21.6382705122535,0,0.136989155302335,0.0566625155666252,0.357502105475044,0.837603756042384,0.0179046517085772,0
"8425",167.439744511168,-22.593561493925,0,0.0865462866781918,0.0417185554171856,0.293639305121863,0.815888144889697,0.0983509869584423,0.00392156862745098
"8525",164.818299522016,-20.9058611382215,0,0.446996600687346,0.0927770859277709,0.26227982585834,0.848124547669327,0.0978797408574479,0.00784313725490196
"8975",164.319721396386,-20.4238597457071,0,0.141274062140655,0.136986301369863,0.220908166785226,0.763127476557773,0.175632690100865,0.00784313725490196
"9055",165.160175252885,-20.9286313251802,0,0.184914811391467,0.11706102117061,0.215025832478459,0.784610439787088,0.100842432721322,0.00784313725490196
"9173",166.315494568442,-22.1329855944584,0,0.63575427841393,0.102739726027397,0.29245443391709,0.823349058717074,0.0314608948021307,0.00784313725490196
"9185",164.312920561018,-20.4336275473747,0,0.16396064164021,0.0672478206724782,0.483169443547735,0.817163357197849,0.0663602262026841,0.00784313725490196
"9254",167.434102907882,-22.5692785304202,0,0.0474554842350534,0.0180572851805729,0.271549144913399,0.807525647838086,0.0469174973763665,0.00392156862745098
"9294",166.370080152519,-21.7777689245911,0,0.139174060236802,0.255915317559153,0.293637072360328,0.822994123980006,0.103339013000557,0.00392156862745098
"94811",166.753581812307,-22.253000368966,0,0.382666652873822,0.174968866749689,0.245392534362963,0.860400802928644,0.134401878386408,0.00392156862745098
"9505",167.926271858841,-21.4542360659775,0,0.102840790475278,0.0348692403486924,0.361302456442257,0.826712687421302,0.00288406750605854,0
"96811",165.928577318607,-21.8726373461368,0,0.657129538033972,0.0149439601494396,0.387653508080574,0.816911370294979,0.026929745807843,0.00784313725490196
"96913",164.631205023918,-20.8858647422888,0,0.597123179385742,0.0491905354919054,0.287767924705022,0.824718967561505,0.0246483833847127,0.00784313725490196
"97212",165.441379315402,-21.4365020512494,0,0.435637257496751,0.386052303860523,0.26806849868122,0.896653396044057,0.047032203041213,0.00392156862745098
"97411",166.209086058479,-21.6996584385568,0,0.156193403711324,0.470112079701121,0.194733064389255,0.823087531250985,0.413400127222116,0.00392156862745098
"98431",164.502239294249,-20.3795569355506,0,0.0990084338477734,0.214819427148194,0.21965089303973,0.717277721476278,0.201542389731848,0.00784313725490196
"8115",167.504803018671,-22.5846571801977,0,0.0258189125655055,0.0112079701120797,0.343144418298446,0.815568278168787,0.0205807336356415,0.00784313725490196
"1654",165.308918813074,-21.3597988342386,0,0.493087418647435,0.370485678704857,0.24852246528323,0.647021723024428,0.334352643974116,0.00392156862745098
"2217",164.565618041403,-20.8281864339674,0,0.621687007261162,0.0298879202988792,0.320517994569466,0.818943381334185,0.0195614040132822,0.00784313725490196
"2514",164.968007219945,-20.9019122670991,0,0.344258266105136,0.512453300124533,0.2133246208561,0.852213001325171,0.242748373544664,0.00392156862745098
"4317",166.185951062483,-21.6814514240075,0,0.141189186622364,0.303237858032379,0.295972579093001,0.840225734882833,0.29130470699052,0.00392156862745098
"5217",165.315658464776,-21.1525565972852,0,0.229913156250079,0.36239103362391,0.257937734425649,0.777924438868229,0.174523084102201,0.00784313725490196
"5994",165.279223230186,-21.3030882582944,0,0.455378862854038,0.0915317559153176,0.207050675442806,0.786045843308755,0.257595079094709,0.00784313725490196
"6126",165.912336534623,-21.8466685844413,0,0.622921100048345,0.0529265255292653,0.229772630832002,0.825656521287607,0.0767308293293597,0.00784313725490196
"8418",164.49317709182,-20.396365435136,0,0.131399641591458,0.0429638854296389,0.336745056570544,0.817848859557817,0.0250577875105177,0.00784313725490196
"8626",164.441334542989,-20.5961232754388,0,0.44818433520927,0.104607721046077,0.271648932178933,0.851704837407208,0.0541690384146102,0.00784313725490196
"9412",165.992804130222,-21.9356470768915,0,0.736912415178131,0.0193026151930262,0.308284694118158,0.825072548570008,0.0129983318611223,0.00784313725490196
"9618",165.318932514124,-21.5719243631498,0,0.753224361788376,0.0292652552926526,0.269362546200035,0.77188564912993,0.164278233917708,0.00784313725490196
"10021",165.038397265263,-21.080492404266,0,0.513606659831138,0.113947696139477,0.264060081055732,0.832131920719725,0.064684646547107,0.00784313725490196
"1043",164.796628965398,-20.8073643168274,0,0.312397317130262,0.201120797011208,0.285399174633936,0.784989612711795,0.0957152622350305,0.00784313725490196
"1165",166.016339532904,-21.6340982781721,0,0.212816145486048,0.414072229140722,0.388790079119145,0.867341498207502,0.064758352007408,0.00784313725490196
"1293",166.174892692356,-21.8130688479636,0,0.384671310820256,0.364881693648817,0.28082334932703,0.712339899840847,0.24607975405344,0.00392156862745098
"13813",164.523866340924,-20.4279902557516,0,0.125177358194056,0.161270236612702,0.210883239243108,0.78400957769406,0.164396204413657,0.00784313725490196
"14321",166.688780041952,-22.0925079066299,0,0.164285796036619,0.237235367372354,0.210457697794619,0.731652900643866,0.263548954168301,0.00392156862745098
"1496",165.069674502282,-21.3779135278493,0,0.835954854257868,0.00560398505603985,0.300862460439091,0.811679725097696,0.009916624328261,0.00784313725490196
"19821",164.286592890896,-20.3559434403225,0,0.0588500294436887,0.0983810709838107,0.2763846957288,0.825727946585223,0.0682946813395769,0.00784313725490196
"2075",165.248914994395,-21.1803753270549,0,0.370197380012429,0.315691158156912,0.23996215297447,0.790986436864582,0.132282395590322,0.00784313725490196
"2094",165.485472461516,-21.5126448544634,0,0.515798731725902,0.049813200498132,0.439813909058592,0.822647956246977,0.0424800129697314,0.00784313725490196
"22621",164.598135644464,-20.6949980111522,0,0.442064576485745,0.0734744707347447,0.233366918901292,0.786889925300613,0.0833504926781987,0.00784313725490196
"22712",164.263802405477,-20.4153719563919,0,0.173682905283764,0.0828144458281445,0.310613159064451,0.719553403657169,0.156138250715643,0.00784313725490196
"2293",165.270029898495,-21.1362972414263,0,0.274731295389144,0.0386052303860523,0.312096972230324,0.777409312917645,0.0886869160602812,0.00784313725490196
"2358",166.210906568785,-21.6075289223275,0,0.0145268920307473,0.0491905354919054,0.25133555398325,0.825539713851434,0.0712566803759202,0.00392156862745098
"23921",165.499011489327,-21.2070535998156,0,0.101978182837438,0.237235367372354,0.319632427911,0.759351347420834,0.239867558709635,0.00784313725490196
"2406",164.524603367772,-20.4634519885378,0,0.162595879072113,0.216687422166874,0.342353410045167,0.803572695965264,0.104595023896286,0.00784313725490196
"24712",165.602480500784,-21.5741805188111,0,0.52269618130049,0.100249066002491,0.255134263775318,0.813522214137813,0.0925522483069573,0.00784313725490196
"2535",164.81654972573,-20.9088394162652,0,0.452518874279356,0.11892901618929,0.252229250183716,0.858637926020797,0.202999947003439,0.00784313725490196
"25711",165.849396612102,-21.537375627201,0,0.177720269990537,0.160024906600249,0.252224841910942,0.741101539247395,0.221753573433568,0.00392156862745098
"2666",166.350172401169,-21.7811962554131,0,0.159283326530453,0.313200498132005,0.340017597977584,0.681444397436399,0.267404264142755,0.00392156862745098
"27111",167.233461805092,-20.81958777136,0,0.0706794688294728,0.0174346201743462,0.516237825056683,0.824999576154033,0,0
"2824",165.098870301128,-20.7838369459142,0,0.0564176511584834,0.0186799501867995,0.379601063145626,0.813093984668444,0.0151865576216875,0.00784313725490196
"2914",166.484632913308,-22.2167879216317,0,0.559969767257848,0.0193026151930262,0.280327122846692,0.809257131135879,0.0402963392284035,0.00784313725490196
"3001",165.216707496131,-20.7888163660448,0,0.0133319372433994,0.012453300124533,0.286415329217063,0.772327931591067,0.11971507363409,0.00784313725490196
"30121",165.552459623927,-21.5543470406185,0,0.539772310210913,0.0205479452054795,0.381627952617213,0.818379392228734,0.0474824650097421,0.00784313725490196
"3063",166.353138405476,-22.1406098669136,0,0.620134927037868,0.0168119551681196,0.289709473069041,0.832033485314076,0.0859997512654258,0.00784313725490196
"3275",164.437033448334,-20.4548158311986,0,0.203026641723627,0.0118306351183064,0.459311375122334,0.803860395516941,0.0580488203861521,0.00784313725490196
"33221",164.621556125969,-20.8558940590876,0,0.549480253690035,0.037359900373599,0.417996279341445,0.826884675412312,0.00210322878342864,0.00784313725490196
"33931",164.66183301921,-20.9679181904553,0,0.681229893306109,0.0049813200498132,0.301356568658486,0.827846983032173,0.0222841687542604,0.00784313725490196
"34121",165.808945316666,-21.5312814221231,0,0.223408169971575,0.268991282689913,0.304606725199878,0.829289928755844,0.161831755508795,0.00784313725490196
"3442",165.913219394922,-21.4070066665916,0,0.00203991541900113,0.014321295143213,0.384219444505723,0.768858131889391,0.155381569162865,0.00392156862745098
"3696",166.734805693591,-22.3722061698767,0,0.502541093231891,0.107098381070984,0.207207197751453,0.638807491482308,0.294500274321739,0.00392156862745098
"3705",165.835623886008,-21.4414085250513,0,0.0441781440285547,0.171855541718555,0.196247544630231,0.663954288840938,0.276630335170598,0.00392156862745098
"39311",165.337636610482,-21.2290955443661,0,0.29507041339027,0.191158156911582,0.252217265788467,0.747193575642581,0.179349776237587,0.00784313725490196
"40812",168.013517449691,-21.6530430309393,0,0.201113984987295,0.0616438356164384,0.306686208609849,0.839678248373221,0.0216031572549179,0
"4092",164.681298399279,-20.500266641706,0,0.0690071528739868,0.709215442092154,0.235239385241744,0.842140422779745,0.293666546551253,0.00784313725490196
"4165",166.025586018615,-21.5396102322433,0,0.0645172585906405,0.0062266500622665,0.263519829097944,0.79427225840796,0.0190254473463984,0.00392156862745098
"41912",165.053430267304,-20.8084915520798,0,0.116590005411124,0.25840597758406,0.342653516095615,0.79320287730494,0.16544611335524,0.00784313725490196
"4415",168.030641075906,-21.5500811287192,0,0.146036252768703,0.026774595267746,0.415146359617809,0.830300003655067,0.0115677592727657,0
"46011",165.457237121972,-21.3174254344662,0,0.287030844726278,0.0305105853051059,0.283973394184545,0.825594443163416,0.0644858714813662,0.00784313725490196
"49512",166.534816660706,-21.9279657029556,0,0.110342940288243,0.452677459526775,0.314476771608494,0.860406217842903,0.241627682305511,0.00392156862745098
"52112",164.302383795801,-20.2332188677469,0,0.0150218576469458,0.0261519302615193,0.272484614746348,0.804868085275359,0.0779773209646346,0.00784313725490196
"5402",165.794044068828,-21.5810468858834,0,0.308914917258888,0.248443337484433,0.344482624878734,0.84278434633379,0.0452261914849257,0.00784313725490196
"54411",165.879310456798,-21.5251990850488,0,0.128062245421592,0.0255292652552927,0.287836682310246,0.699656687989611,0.204206397003766,0.00784313725490196
"5456",165.147432673423,-21.1639914626742,0,0.491832251420379,0.290784557907846,0.296146200156652,0.832842692679571,0.0886875993970237,0.00784313725490196
"5545",165.281804448151,-21.4499364181207,0,0.667197947976837,0.037359900373599,0.305545763634597,0.832865577138645,0.0117119160394015,0.00784313725490196
"56521",165.506914816784,-21.5703476725886,0,0.602677367273123,0.00684931506849315,0.323487949079908,0.818635246927504,0.0227382744919657,0.00784313725490196
"5793",166.680897772254,-22.0822002507001,0,0.165873202083409,0.259028642590286,0.416374073127253,0.797199857587755,0.180366486402434,0.00392156862745098
"5864",165.667919741014,-21.6393791771752,0,0.521253820223693,0.117683686176837,0.257969699174122,0.804912113685351,0.0764053237702634,0.00784313725490196
"59711",165.186137720284,-20.9065211317918,0,0.122624833591711,0.23412204234122,0.226302480487382,0.757766066808052,0.160897558255596,0.00784313725490196
"6462",165.383655687483,-21.1455652871146,0,0.112442900923611,0.315068493150685,0.260889387924874,0.738623829194007,0.230305399893976,0.00784313725490196
"64821",166.137995847221,-21.8527947449635,0,0.482265446161299,0.0242839352428394,0.318272160883407,0.818860417112135,0.0246483833847127,0.00784313725490196
"65021",166.521362924627,-22.0809322462601,0,0.35020827379208,0.36986301369863,0.27337470417818,0.795877200316566,0.403670968499239,0.00392156862745098
"65621",164.937402416564,-20.8812554055021,0,0.315893940872935,0.105230386052304,0.292830434776303,0.850065858894683,0.0410266126633232,0.00784313725490196
"65911",166.112169353442,-21.6932555965993,0,0.244440062036988,0.0336239103362391,0.289959485110687,0.84343813276738,0.120951761285268,0.00784313725490196
"66112",165.452258396462,-21.3538926601095,0,0.346188475703922,0.202366127023661,0.24546447890132,0.731232664619356,0.121185490923542,0.00784313725490196
"66212",166.480913361596,-22.0335649727792,0,0.329271643147115,0.474470734744707,0.314618351589944,0.892293229726255,0.163625096862983,0.00392156862745098
"67512",165.028498679886,-20.7905156048436,0,0.0997933604399419,0.340597758405978,0.347764326333098,0.870743675944198,0.356291587684328,0.00784313725490196
"6855",165.361614265409,-21.0334080088441,0,0.0240264795247235,0.151307596513076,0.249155558137332,0.739996961201688,0.22060668761929,0.00784313725490196
"7173",164.307252219173,-20.4245444655879,0,0.151678700190176,0.11706102117061,0.223445385393343,0.837895194463431,0.177402380411135,0.00784313725490196
"72131",166.67242104841,-22.0854557299514,0,0.184129939823945,0.179950186799502,0.351276975480614,0.767117494807967,0.0956293895843991,0.00392156862745098
"72621",164.748616953813,-21.0014033050274,0,0.667990082797788,0.0616438356164384,0.232556693632065,0.835968645325759,0.120549010201914,0.00392156862745098
"72712",166.09218390531,-21.7133512323042,0,0.294593047063571,0.144458281444583,0.467849226231719,0.820341525088684,0.0899431357533476,0.00784313725490196
"73612",166.787334998695,-22.2257245237701,0,0.301769966821238,0.254047322540473,0.365866182853323,0.839161252987953,0.191797229540253,0.00392156862745098
"7483",165.059761491178,-20.7978349749637,0,0.102618146996584,0.247820672478207,0.257822146078481,0.880242595894425,0.111036592606631,0.00784313725490196
"7635",166.006714024552,-21.8383970915267,0,0.553662567073669,0.0298879202988792,0.331870079384787,0.823345835553824,0.0207180938116569,0.00784313725490196
"7654",165.768078828517,-21.4610911551635,0,0.158516049093871,0.273972602739726,0.343013162453668,0.774213288702407,0.161179225864508,0.00392156862745098
"78111",164.77581957894,-21.0032175440322,0,0.651158098246948,0.311955168119552,0.244697401271674,0.837262874297084,0.115692469537987,0.00392156862745098
"78413",165.833872411521,-21.4796230203614,0,0.113167740601047,0.398505603985056,0.240915141397925,0.843536503709764,0.119852414828529,0.00392156862745098
"7851",167.129289613522,-20.7467611841575,0,0.164038322685881,0.0205479452054795,0.463667702795242,0.824296088543131,0.00372119742748772,0
"78812",166.526814063239,-22.141027147145,0,0.393849036799053,0.0828144458281445,0.257346701455509,0.737551611707328,0.0878840713142373,0.00784313725490196
"78921",165.210533542771,-21.0018963274152,0,0.234590485115998,0.224782067247821,0.312849966287209,0.698455415046409,0.28347414246174,0.00784313725490196
"80521",164.765825952535,-20.7456780154346,0,0.247802315591223,0.299501867995019,0.313853048719467,0.772676871244491,0.127191328061922,0.00784313725490196
"8073",165.699036554116,-21.6161022802312,0,0.456121392955547,0.236612702366127,0.271754234556294,0.700534935511917,0.161750780104818,0.00784313725490196
"8102",165.913616910723,-21.5719805204426,0,0.131894602049096,0.455790784557908,0.276037587185521,0.900242968492097,0.138888060026729,0.00784313725490196
"8271",164.698501531204,-20.9125154968193,0,0.572806742324089,0.188044831880448,0.2601285696609,0.870321119242149,0.264001342073362,0.00392156862745098
"83311",167.873440741105,-21.5008889120507,0,0.178862320299132,0.0460772104607721,0.38579073612354,0.830326691446776,0.00330554154161604,0
"8401",167.141533599306,-21.0053788940089,0,0.28025354146883,0.0230386052303861,0.443628305431702,0.82610144674261,0,0
"85214",165.272543143466,-21.3372314663368,0,0.492012512164574,0.11145703611457,0.337691136791643,0.739441030004362,0.24045642414742,0.00392156862745098
"8572",166.395067375654,-22.0143391013627,0,0.394983920147352,0.239103362391034,0.230377155788513,0.80395728380423,0.159103305785751,0.00392156862745098
"86311",165.613430615775,-21.3375528520974,0,0.1098303375531,0.037359900373599,0.379992426167538,0.809985050324215,0.0909530979678628,0.00392156862745098
"87313",166.350307314089,-22.188295492717,0,0.67869501785935,0.0062266500622665,0.378218048667179,0.817490830584029,0.0197619111478493,0.00784313725490196
"88312",166.007319422609,-21.806819210648,0,0.51698649376015,0.0971357409713574,0.22328830966517,0.720974689723801,0.195051525868168,0
"89112",165.571617087558,-21.3455432568455,0,0.153881185499421,0.0902864259028643,0.390526060754472,0.851971715324291,0.115743102892443,0.00784313725490196
"89322",167.924146808693,-21.5187625344903,0,0.173392939149233,0.0398505603985056,0.463761745947767,0.829679609192745,0.00432063115439644,0
"9285",165.319454025504,-21.3057957193411,0,0.390119163576941,0.0317559153175592,0.410209628446344,0.813512286795003,0.0143858755889793,0.00784313725490196
"93431",166.638138982075,-22.255844287826,0,0.492702081043162,0.133250311332503,0.371444460839233,0.766229513332647,0.150564861336549,0.00392156862745098
"93522",167.130914669188,-21.0248502402012,0,0.311304830272624,0.024906600249066,0.543978188705982,0.826074372171312,0,0
"9365",164.585670981069,-20.8048101315493,0,0.57033905197155,0.370485678704857,0.237438140101244,0.590288377060592,0.478516386339157,0.00392156862745098
"9374",165.021641985608,-20.8716755925764,0,0.249414482729249,0.254047322540473,0.220333965402043,0.859627566065016,0.123607283792634,0.00784313725490196
"95731",164.998371428368,-21.1295997112454,0,0.622174800758504,0.049813200498132,0.298817403540312,0.837724818054046,0.0313818697551058,0.00784313725490196
"97121",165.936820685334,-21.7459999511875,0,0.424691947263938,0.0653798256537983,0.222856985936808,0.797767972342165,0.0266893417728458,0.00784313725490196
"97222",166.268290094726,-21.7188159501466,0,0.150253850707347,0.191780821917808,0.386983679620017,0.824232269910785,0.126404275987258,0.00392156862745098
"98211",165.75309885402,-21.5371448053142,0,0.274731295389144,0.445828144458281,0.20856542285183,0.706463493067073,0.310177499755897,0.00784313725490196
"9963",166.021466673467,-21.6832717072216,0,0.298064937227332,0.405354919053549,0.284318136382265,0.760792810489411,0.185456813649363,0.00784313725490196
"4108",166.287885737855,-21.8072509077214,0,0.251447258270397,0.264632627646326,0.245609131315309,0.854740992725256,0.109475386438317,0.00392156862745098
"1664",165.862611720514,-21.6121446089339,0,0.245037547168503,0.261519302615193,0.407802139008451,0.75299920175139,0.219788543722846,0.00784313725490196
